delivery_id,supplier_id,store_id,product_id,quantity,delivery_date
1756,37,26,437,135,2023-12-20
1757,38,42,398,158,2023-12-16
1758,10,40,490,174,2024-07-29
1759,14,32,254,184,2024-01-22
1760,11,40,491,165,2024-11-07
1761,19,38,499,63,2023-06-17
1762,27,13,147,117,2024-03-27
1763,2,2,202,188,2024-07-10
1764,25,38,425,57,2024-04-07
1765,29,21,349,46,2024-01-01
1766,30,6,270,176,2023-08-16
1767,21,41,421,167,2024-12-14
1768,10,46,450,153,2023-11-15
1769,33,27,353,123,2023-06-21
1770,20,40,220,159,2023-10-22
1771,38,22,358,26,2023-11-04
1772,30,20,430,161,2023-02-08
1773,24,49,344,190,2023-10-28
1774,5,11,485,146,2024-04-20
1775,23,24,223,45,2024-04-03
1776,23,27,183,169,2023-04-09
1777,1,27,481,172,2024-09-12
1778,18,16,138,97,2023-09-11
1779,20,29,380,33,2023-03-14
1780,3,29,283,167,2024-05-20
1781,8,49,48,114,2024-03-24
1782,4,30,324,153,2023-11-30
1783,25,49,345,170,2024-04-11
1784,36,22,156,164,2023-10-26
1785,19,33,379,68,2024-02-06
1786,37,29,357,184,2023-09-07
1787,37,21,477,154,2023-07-10
1788,36,15,316,115,2023-09-03
1789,36,20,236,58,2024-10-12
1790,33,15,433,180,2023-10-05
1791,9,43,89,179,2024-12-08
1792,18,50,138,185,2023-08-20
1793,14,33,494,135,2023-02-22
1794,17,46,57,105,2024-10-14
1795,5,4,245,24,2024-11-07
1796,36,42,116,199,2023-05-19
1797,3,3,3,22,2023-02-04
1798,22,6,102,85,2023-09-29
1799,16,1,176,164,2024-10-31
1800,17,45,417,26,2024-03-11
1801,14,32,214,87,2023-12-04
1802,1,29,401,100,2024-08-31
1803,29,9,349,80,2024-12-03
1804,8,37,448,116,2024-02-03
1805,22,2,342,56,2024-12-05
1806,28,12,468,124,2024-03-19
1807,18,22,218,195,2023-11-23
1808,31,12,71,72,2023-07-27
1809,9,33,489,55,2023-11-04
1810,3,20,283,147,2024-10-18
1811,21,36,341,23,2024-08-25
1812,4,27,124,67,2023-05-01
1813,15,29,175,46,2023-03-27
1814,10,19,10,171,2024-04-29
1815,11,48,11,139,2023-11-09
1816,39,11,279,183,2023-06-11
1817,21,37,301,138,2024-03-17
1818,18,35,458,111,2023-04-17
1819,10,44,330,109,2024-06-22
1820,26,22,226,158,2023-02-03
1821,11,5,411,99,2023-07-10
1822,19,34,299,146,2023-08-23
1823,1,3,321,111,2024-04-26
1824,13,22,213,58,2023-03-31
1825,10,46,370,146,2024-03-29
1826,25,18,65,35,2023-05-30
1827,8,15,8,93,2023-03-24
1828,22,18,62,97,2024-12-15
1829,12,42,492,133,2024-04-03
1830,14,12,54,50,2023-08-29
1831,2,14,82,157,2023-08-19
1832,8,13,208,125,2024-05-30
1833,7,40,447,29,2023-08-11
1834,37,11,437,84,2024-11-25
1835,27,43,307,125,2024-04-27
1836,20,18,500,74,2023-03-18
1837,23,6,23,173,2024-11-01
1838,10,22,90,44,2023-11-28
1839,11,19,131,113,2024-08-23
1840,18,33,18,87,2023-10-28
1841,14,45,254,34,2023-12-04
1842,20,7,300,127,2023-03-19
1843,24,49,184,22,2023-01-16
1844,29,15,469,164,2024-01-08
1845,27,3,67,23,2024-04-24
1846,29,25,389,194,2023-07-31
1847,14,15,414,38,2024-01-04
1848,14,40,294,112,2024-04-14
1849,1,38,41,138,2024-11-25
1850,30,11,150,30,2024-06-02
1851,2,12,402,115,2023-03-24
1852,1,9,361,94,2023-06-02
1853,12,28,292,196,2024-08-24
1854,16,38,136,155,2024-03-20
1855,19,31,299,143,2023-06-05
1856,23,2,263,174,2023-10-28
1857,19,3,219,79,2024-01-01
1858,7,23,327,103,2023-03-29
1859,8,23,368,80,2024-03-18
1860,32,5,112,107,2023-06-07
1861,27,37,227,76,2024-12-20
1862,21,20,21,59,2024-02-18
1863,17,11,337,123,2023-09-26
1864,1,32,1,165,2024-07-11
1865,12,31,52,129,2024-11-17
1866,16,43,416,22,2023-09-07
1867,27,47,427,158,2024-11-04
1868,38,48,238,148,2024-07-17
1869,14,18,54,61,2024-06-10
1870,10,36,330,195,2024-06-08
1871,37,31,317,35,2024-03-24
1872,17,38,257,36,2024-06-18
1873,23,31,263,152,2023-05-07
1874,3,13,123,28,2023-05-24
1875,25,16,265,99,2023-04-16
1876,18,40,258,121,2024-08-20
1877,8,17,48,45,2024-05-05
1878,17,5,57,106,2024-03-17
1879,33,36,393,93,2024-08-08
1880,40,27,160,142,2023-12-24
1881,29,48,29,64,2023-02-11
1882,23,27,63,83,2024-06-09
1883,24,8,464,22,2023-03-29
1884,33,8,113,75,2023-05-03
1885,32,44,112,181,2023-11-22
1886,7,38,327,44,2024-02-28
1887,35,13,395,23,2023-06-14
1888,3,16,43,181,2024-12-29
1889,9,38,89,94,2023-08-29
1890,24,39,144,71,2023-05-18
1891,28,28,468,35,2023-02-08
1892,4,12,164,137,2023-06-17
1893,9,49,169,197,2023-06-05
1894,26,3,226,163,2024-07-21
1895,24,46,384,180,2024-04-02
1896,36,45,476,139,2023-09-29
1897,22,13,262,68,2024-05-07
1898,25,28,185,165,2024-03-05
1899,12,42,452,192,2024-04-11
1900,29,42,349,116,2024-06-20
1901,6,47,46,50,2024-05-04
1902,8,7,448,89,2023-04-22
1903,24,39,64,53,2024-09-13
1904,10,46,490,182,2023-10-28
1905,28,7,148,147,2023-03-15
1906,13,10,53,89,2023-12-24
1907,24,1,144,119,2024-07-15
1908,37,6,237,107,2024-01-05
1909,5,42,165,197,2024-02-12
1910,29,32,269,101,2024-02-13
1911,17,1,257,70,2023-08-09
1912,32,16,112,187,2024-10-28
1913,3,11,43,151,2024-08-30
1914,35,20,355,170,2023-02-14
1915,16,32,216,126,2023-06-13
1916,13,16,173,144,2024-03-10
1917,31,45,431,128,2024-10-14
1918,20,45,20,164,2024-02-18
1919,18,18,298,130,2024-05-20
1920,14,19,94,152,2024-10-26
1921,39,34,199,189,2023-03-28
1922,14,26,374,125,2023-06-19
1923,34,26,474,114,2023-10-27
1924,32,49,352,67,2023-07-16
1925,36,34,236,91,2024-03-21
1926,4,6,44,152,2023-04-02
1927,34,31,474,182,2024-02-07
1928,11,38,291,190,2023-09-16
1929,4,17,284,72,2023-10-19
1930,29,45,149,109,2023-09-06
1931,2,19,122,30,2024-06-20
1932,11,37,371,66,2024-04-02
1933,25,18,25,84,2023-04-01
1934,8,32,168,199,2023-06-11
1935,15,3,335,86,2024-11-07
1936,25,19,465,29,2023-01-29
1937,29,39,389,56,2024-05-12
1938,13,5,13,137,2023-07-12
1939,5,48,45,27,2024-08-28
1940,32,38,352,79,2024-01-20
1941,8,44,368,128,2023-01-15
1942,17,11,137,42,2024-05-20
1943,36,33,116,59,2023-02-14
1944,23,45,303,128,2024-02-17
1945,1,48,201,152,2024-01-30
1946,7,2,447,170,2024-12-19
1947,22,42,302,200,2024-10-26
1948,30,1,390,198,2023-11-10
1949,27,23,427,181,2024-10-19
1950,10,2,370,165,2024-11-09
1951,4,18,284,26,2024-04-11
1952,29,30,389,65,2024-12-30
1953,29,22,69,26,2024-09-11
1954,15,47,495,54,2023-11-30
1955,12,9,372,164,2024-03-13
1956,31,7,71,35,2023-11-28
1957,19,36,179,142,2024-03-20
1958,9,32,329,113,2024-11-09
1959,32,4,152,168,2023-10-02
1960,6,22,406,87,2024-01-29
1961,39,23,399,190,2023-11-10
1962,2,40,482,26,2024-08-20
1963,19,5,339,153,2024-04-09
1964,20,28,460,48,2024-07-10
1965,5,35,205,155,2024-02-23
1966,27,29,227,35,2024-11-08
1967,28,39,348,177,2024-09-18
1968,21,48,181,81,2023-06-01
1969,21,50,301,100,2024-04-21
1970,18,33,258,20,2023-08-08
1971,18,1,218,92,2024-09-12
1972,13,7,293,75,2024-02-21
1973,28,6,148,109,2023-08-08
1974,1,50,401,25,2023-11-29
1975,1,41,41,196,2023-01-26
1976,17,22,497,54,2024-10-18
1977,16,47,176,124,2024-12-28
1978,28,16,68,184,2024-12-10
1979,7,49,207,134,2024-09-25
1980,11,43,131,180,2023-12-20
1981,27,4,427,26,2024-06-26
1982,12,21,372,186,2023-03-02
1983,37,34,317,29,2024-03-27
1984,3,40,3,87,2024-04-19
1985,17,20,257,85,2024-01-24
1986,32,24,112,130,2023-08-30
1987,38,37,78,186,2024-02-17
1988,5,17,205,52,2023-02-28
1989,36,27,356,196,2024-11-21
1990,31,24,151,173,2023-03-17
1991,6,43,326,125,2023-07-26
1992,26,1,66,130,2023-01-11
1993,28,41,28,94,2024-03-14
1994,36,4,116,140,2023-04-16
1995,22,43,182,26,2024-04-01
1996,9,4,409,113,2024-01-17
1997,25,9,65,108,2024-06-01
1998,2,20,82,181,2023-12-01
1999,29,30,309,22,2023-05-15
2000,33,19,313,153,2023-01-31
2001,30,18,470,90,2024-01-02
2002,18,24,378,29,2024-10-17
2003,9,4,129,75,2023-10-31
2004,37,31,437,141,2023-02-27
2005,28,40,148,81,2023-08-16
2006,28,34,268,147,2023-11-30
2007,2,22,482,112,2024-05-28
2008,19,2,379,193,2024-12-28
2009,7,7,247,86,2024-08-25
2010,20,16,500,48,2023-09-05
2011,13,33,413,190,2023-06-12
2012,1,8,241,136,2024-09-14
2013,10,30,210,109,2023-09-29
2014,30,45,470,110,2023-05-19
2015,30,30,390,100,2024-03-19
2016,13,10,493,122,2024-10-15
2017,27,48,427,33,2023-03-21
2018,40,14,360,82,2023-08-03
2019,15,39,295,83,2023-09-28
2020,32,46,472,174,2024-03-28
2021,5,3,205,50,2024-05-03
2022,8,45,368,58,2024-12-13
2023,2,20,162,46,2023-06-28
2024,19,39,219,58,2024-08-19
2025,16,42,496,173,2024-06-25
2026,34,20,274,44,2023-09-12
2027,9,30,449,136,2023-09-18
2028,2,4,322,183,2023-05-12
2029,18,30,458,143,2024-08-31
2030,9,32,49,143,2024-11-15
2031,21,17,381,33,2023-05-04
2032,21,9,21,135,2023-12-21
2033,23,46,103,58,2023-11-27
2034,27,21,427,129,2023-08-26
2035,8,18,488,165,2024-09-27
2036,21,28,181,142,2023-11-17
2037,36,33,76,134,2024-04-10
2038,16,12,416,58,2024-03-31
2039,22,43,102,143,2024-08-08
2040,26,43,466,163,2023-09-03
2041,31,7,471,188,2024-05-25
2042,24,30,464,121,2024-10-05
2043,11,47,331,133,2023-04-04
2044,36,45,116,113,2024-04-24
2045,19,27,459,44,2023-02-28
2046,15,5,295,34,2024-03-04
2047,7,12,87,196,2023-03-15
2048,25,26,345,81,2023-06-15
2049,4,47,364,91,2024-04-03
2050,32,8,32,103,2024-09-02
2051,1,4,361,99,2024-07-02
2052,30,19,30,43,2024-08-11
2053,30,26,270,20,2023-03-08
2054,5,46,365,85,2023-05-12
2055,22,22,262,80,2024-01-24
2056,11,31,411,167,2023-04-06
2057,11,24,331,45,2024-06-10
2058,13,5,133,124,2024-06-04
2059,21,28,421,32,2024-12-18
2060,21,14,341,61,2023-01-09
2061,29,37,349,39,2023-10-23
2062,13,34,413,133,2024-12-26
2063,21,17,341,27,2023-10-14
2064,3,49,323,86,2023-08-07
2065,6,50,6,123,2024-10-10
2066,16,45,176,143,2024-06-23
2067,38,39,398,68,2023-09-20
2068,22,19,262,198,2023-01-08
2069,30,9,390,126,2023-04-10
2070,3,38,243,128,2024-12-21
2071,21,34,421,128,2024-08-03
2072,26,33,186,61,2024-05-14
2073,6,21,206,43,2023-06-24
2074,1,6,121,192,2023-08-27
2075,25,13,65,135,2024-07-16
2076,14,2,494,181,2024-11-13
2077,5,50,205,158,2024-04-07
2078,26,50,106,189,2024-09-15
2079,4,36,84,118,2023-02-28
2080,29,7,469,113,2024-06-30
2081,24,31,104,156,2023-09-28
2082,15,21,175,129,2023-10-13
2083,26,4,186,168,2023-05-02
2084,20,31,220,146,2023-09-23
2085,35,45,235,133,2024-08-29
2086,16,39,96,41,2024-07-29
2087,10,14,90,27,2023-10-14
2088,35,5,235,25,2023-08-28
2089,28,30,108,43,2023-09-14
2090,2,6,2,151,2023-08-08
2091,15,40,95,50,2023-03-10
2092,5,34,205,133,2024-07-12
2093,32,49,392,64,2023-06-14
2094,18,39,218,124,2024-05-14
2095,33,45,473,130,2024-03-08
2096,8,3,208,47,2023-02-07
2097,14,39,374,51,2023-08-26
2098,6,50,486,78,2024-01-18
2099,35,18,355,121,2024-08-01
2100,8,13,448,48,2023-10-04
2101,9,31,49,158,2024-01-28
2102,18,43,418,191,2024-12-20
2103,8,23,8,79,2023-03-28
2104,15,38,295,42,2023-02-08
2105,5,6,125,52,2023-10-06
2106,5,26,445,93,2024-11-08
2107,16,7,136,192,2024-02-20
2108,32,21,312,91,2023-12-07
2109,15,27,15,200,2024-01-12
2110,35,42,395,134,2023-10-25
2111,12,24,332,171,2024-06-17
2112,37,20,317,171,2024-11-14
2113,40,43,280,140,2023-07-17
2114,38,4,278,87,2023-05-01
2115,38,20,318,119,2024-08-09
2116,30,16,190,108,2024-03-18
2117,31,3,31,51,2023-07-30
2118,20,16,460,177,2023-01-19
2119,24,20,384,27,2024-10-24
2120,31,16,271,192,2024-03-20
2121,15,17,175,192,2023-09-20
2122,8,50,408,170,2023-05-30
2123,12,21,292,177,2023-06-24
2124,32,46,32,135,2024-09-11
2125,14,35,414,143,2023-08-06
2126,22,6,62,190,2023-02-27
2127,23,18,383,138,2024-08-26
2128,35,47,315,134,2024-10-05
2129,9,2,49,41,2023-05-18
2130,12,8,212,153,2023-05-30
2131,38,12,78,150,2024-07-01
2132,20,11,260,41,2024-04-23
2133,33,35,113,121,2024-10-20
2134,33,18,313,174,2024-03-16
2135,9,14,49,93,2024-11-08
2136,20,35,460,32,2024-07-08
2137,38,45,358,57,2024-10-30
2138,25,24,465,145,2023-04-09
2139,11,50,11,118,2023-02-17
2140,9,44,289,92,2023-04-09
2141,28,3,148,107,2024-06-29
2142,37,33,397,132,2023-04-07
2143,16,15,496,165,2023-03-01
2144,9,21,169,164,2023-09-28
2145,23,42,463,179,2023-07-07
2146,4,26,324,182,2024-07-20
2147,32,21,392,127,2023-04-08
2148,18,5,178,111,2024-04-09
2149,29,29,109,63,2023-05-28
2150,33,35,113,196,2023-02-14
2151,36,38,156,29,2024-05-09
2152,37,30,437,184,2023-05-06
2153,28,9,148,110,2024-05-16
2154,14,30,94,70,2023-02-28
2155,10,41,90,115,2024-12-26
2156,21,9,21,196,2024-07-13
2157,15,44,135,158,2023-05-08
2158,36,8,356,89,2024-10-16
2159,38,34,438,110,2023-06-13
2160,12,38,412,121,2023-11-07
2161,36,22,196,125,2024-06-15
2162,15,23,215,115,2023-05-05
2163,13,3,293,69,2023-12-03
2164,28,26,148,72,2023-07-27
2165,17,7,497,96,2023-01-19
2166,16,49,96,50,2024-08-30
2167,15,28,335,186,2023-07-19
2168,15,32,335,68,2024-10-19
2169,30,18,310,99,2023-03-15
2170,31,11,431,65,2024-08-07
2171,26,19,26,157,2023-07-15
2172,8,12,448,101,2023-05-21
2173,21,36,181,22,2023-12-29
2174,39,38,439,173,2024-12-05
2175,31,46,151,190,2024-11-26
2176,13,30,373,96,2024-05-01
2177,10,48,130,134,2023-11-08
2178,21,8,141,80,2024-07-19
2179,14,31,14,159,2024-03-03
2180,21,25,21,80,2023-02-02
2181,10,20,450,44,2024-03-22
2182,1,12,481,173,2024-10-16
2183,32,23,392,47,2024-07-31
2184,40,32,80,116,2024-06-28
2185,29,27,109,112,2024-11-01
2186,19,43,219,91,2023-05-07
2187,10,13,250,58,2024-12-06
2188,33,49,353,53,2023-07-08
2189,17,43,137,132,2023-12-15
2190,26,37,106,135,2024-09-13
2191,17,22,337,78,2023-03-01
2192,31,6,31,109,2023-12-09
2193,8,12,248,31,2023-09-02
2194,29,1,429,190,2023-10-07
2195,40,44,160,81,2023-11-29
2196,38,30,198,22,2023-05-12
2197,20,17,380,25,2023-11-27
2198,33,43,273,100,2023-03-31
2199,6,47,366,135,2024-02-15
2200,5,27,125,50,2024-11-18
2201,14,1,174,63,2023-06-24
2202,25,38,65,54,2024-04-11
2203,13,28,413,25,2023-01-17
2204,5,31,5,172,2024-11-29
2205,26,19,386,132,2023-08-06
2206,33,39,273,118,2024-09-01
2207,27,31,227,139,2023-10-06
2208,38,48,158,21,2024-02-12
2209,8,24,8,41,2024-05-31
2210,33,37,313,173,2023-04-26
2211,34,4,274,37,2024-04-18
2212,19,49,419,154,2023-02-20
2213,33,10,273,143,2023-05-06
2214,1,7,121,146,2023-05-20
2215,12,32,492,92,2024-10-19
2216,5,44,45,141,2023-12-21
2217,30,35,310,138,2024-12-31
2218,13,5,13,73,2024-05-12
2219,31,11,271,168,2024-08-22
2220,26,23,26,138,2023-05-31
2221,14,5,254,191,2023-09-29
2222,20,38,340,50,2024-02-03
2223,35,38,435,53,2023-02-11
2224,29,40,349,60,2024-01-08
2225,6,44,486,43,2024-07-19
2226,2,26,42,42,2023-07-04
2227,36,49,276,60,2024-05-24
2228,36,50,116,117,2023-05-28
2229,2,2,322,183,2024-04-01
2230,10,24,10,182,2024-04-14
2231,11,24,451,200,2024-07-02
2232,3,13,483,190,2023-03-03
2233,33,23,153,58,2023-10-14
2234,7,27,207,126,2023-05-31
2235,40,2,360,148,2024-08-20
2236,24,34,24,27,2023-07-18
2237,19,38,459,45,2024-04-09
2238,8,13,488,40,2024-12-07
2239,21,8,101,85,2023-01-15
2240,40,11,120,52,2023-04-12
2241,34,5,474,166,2024-08-25
2242,17,23,217,64,2024-01-05
2243,31,20,71,157,2023-12-31
2244,12,7,492,78,2023-11-14
2245,23,8,423,71,2024-08-07
2246,40,45,480,170,2024-10-14
2247,2,29,402,153,2024-11-08
2248,1,22,401,84,2024-01-15
2249,40,4,120,181,2023-07-05
2250,20,30,260,182,2024-12-30
2251,8,35,408,130,2023-01-17
2252,17,35,137,160,2024-11-06
2253,27,3,307,182,2023-10-05
2254,33,2,233,130,2024-08-31
2255,8,14,128,79,2023-09-08
2256,1,22,361,30,2024-11-08
2257,3,14,243,142,2023-10-18
2258,16,40,496,139,2024-12-27
2259,12,1,212,128,2023-03-27
2260,19,42,259,30,2024-10-09
2261,22,15,382,109,2024-08-28
2262,11,20,91,144,2024-06-14
2263,27,36,147,189,2023-04-22
2264,27,21,427,185,2024-05-03
2265,10,11,330,22,2023-01-27
2266,39,14,79,119,2024-04-04
2267,37,47,77,100,2024-12-20
2268,32,49,32,117,2024-08-23
2269,11,9,91,154,2024-04-19
2270,39,18,319,64,2024-04-09
2271,10,5,450,171,2023-12-19
2272,5,32,5,23,2024-07-09
2273,22,25,222,72,2024-10-10
2274,5,45,245,197,2024-03-19
2275,9,2,489,152,2024-08-15
2276,11,7,491,132,2023-07-07
2277,21,20,341,51,2023-08-01
2278,19,42,19,93,2023-11-05
2279,31,17,311,177,2023-12-07
2280,22,28,382,127,2024-05-03
2281,7,38,407,30,2024-03-27
2282,27,24,147,134,2023-05-29
2283,18,13,98,161,2023-09-13
2284,20,35,420,104,2023-02-19
2285,31,45,31,55,2023-01-21
2286,7,3,47,52,2023-06-23
2287,10,11,130,142,2024-02-12
2288,25,50,385,148,2023-06-15
2289,13,35,413,106,2023-09-02
2290,16,19,296,143,2024-06-07
2291,35,42,395,139,2023-07-17
2292,27,48,107,161,2023-09-10
2293,18,33,138,59,2023-05-05
2294,24,4,464,45,2023-12-10
2295,36,32,396,157,2023-04-01
2296,26,10,226,28,2024-02-17
2297,33,42,233,189,2024-02-12
2298,31,29,111,77,2023-12-04
2299,37,16,477,86,2024-02-28
2300,37,8,277,35,2024-11-13
2301,38,37,358,187,2024-09-27
2302,34,6,354,125,2024-03-23
2303,25,1,425,113,2023-01-06
2304,24,25,24,118,2024-10-12
2305,21,18,181,124,2023-09-02
2306,1,26,321,48,2024-12-02
2307,18,21,338,32,2024-06-15
2308,28,27,428,104,2024-06-02
2309,30,11,350,186,2024-12-01
2310,30,5,310,75,2023-04-15
2311,21,5,341,151,2023-03-07
2312,32,13,312,199,2024-01-28
2313,1,10,121,62,2023-06-07
2314,32,22,72,112,2023-06-15
2315,36,36,196,112,2024-03-22
2316,22,45,62,112,2023-07-04
2317,29,30,309,29,2024-03-02
2318,18,24,338,127,2024-07-15
2319,34,20,234,184,2023-12-04
2320,25,36,385,130,2023-11-12
2321,40,49,360,169,2023-09-07
2322,17,9,17,144,2023-11-25
2323,18,19,178,93,2024-01-21
2324,22,36,302,42,2024-01-14
2325,11,34,91,188,2023-12-29
2326,15,39,255,60,2023-09-21
2327,31,27,311,196,2024-03-14
2328,37,4,37,53,2023-09-25
2329,11,33,451,49,2023-06-07
2330,23,43,463,90,2023-05-27
2331,5,25,45,136,2024-06-04
2332,11,37,211,155,2023-06-04
2333,25,35,145,36,2023-02-10
2334,9,3,9,64,2024-04-23
2335,4,8,164,171,2024-03-19
2336,10,40,370,20,2024-10-05
2337,17,15,217,24,2023-08-23
2338,29,38,389,87,2024-04-14
2339,25,1,265,195,2023-12-02
2340,30,23,110,182,2023-09-19
2341,34,39,114,84,2023-09-22
2342,21,48,181,62,2023-08-28
2343,38,12,78,193,2023-02-21
2344,40,33,240,105,2024-02-27
2345,34,21,474,82,2024-01-14
2346,23,7,103,25,2024-08-30
2347,36,1,396,147,2024-10-08
2348,27,7,387,114,2024-09-16
2349,19,10,379,151,2024-05-12
2350,8,20,368,143,2023-09-03
2351,34,42,194,72,2024-01-06
2352,8,3,488,119,2023-03-21
2353,8,44,168,29,2024-05-06
2354,28,28,348,97,2024-11-10
2355,11,32,211,61,2023-06-28
2356,15,26,295,195,2024-08-27
2357,29,12,149,165,2024-08-13
2358,26,40,226,21,2024-08-02
2359,25,27,385,31,2023-06-07
2360,9,44,409,34,2024-06-28
2361,4,17,84,84,2023-09-08
2362,39,29,159,98,2023-02-28
2363,11,22,211,69,2023-07-07
2364,1,6,361,189,2024-12-25
2365,13,20,333,34,2024-02-29
2366,34,40,394,32,2023-01-18
2367,17,4,57,55,2023-03-01
2368,7,7,167,23,2024-11-20
2369,22,41,342,94,2023-08-21
2370,37,9,357,89,2024-09-14
2371,25,29,385,106,2024-03-31
2372,22,18,342,32,2023-09-04
2373,16,37,496,85,2023-06-08
2374,7,35,327,137,2024-03-29
2375,32,37,32,154,2024-10-10
2376,23,4,223,90,2024-02-04
2377,2,34,202,119,2023-04-04
2378,39,40,79,134,2024-05-09
2379,20,12,500,41,2024-11-28
2380,35,15,275,100,2024-01-31
2381,32,41,32,54,2024-09-25
2382,27,32,27,186,2024-02-10
2383,18,11,418,38,2023-05-11
2384,15,40,455,157,2023-07-14
2385,27,3,147,68,2023-07-03
2386,26,21,66,100,2023-03-20
2387,10,27,10,155,2023-11-29
2388,10,39,210,88,2023-05-28
2389,19,31,299,189,2023-11-09
2390,10,30,10,178,2024-10-23
2391,38,2,478,164,2024-01-31
2392,28,36,268,175,2023-04-06
2393,13,16,293,51,2023-10-17
2394,36,35,356,169,2024-11-29
2395,17,26,337,83,2023-05-15
2396,25,23,305,46,2024-10-19
2397,15,11,455,96,2024-01-22
2398,39,5,279,23,2024-06-30
2399,9,29,49,83,2024-11-19
2400,14,48,294,197,2023-01-21
2401,29,24,189,101,2023-06-15
2402,4,32,324,97,2024-03-12
2403,38,35,478,138,2024-07-19
2404,36,29,156,117,2024-03-09
2405,2,9,322,146,2024-06-29
2406,3,20,363,170,2024-11-22
2407,14,5,134,58,2023-12-01
2408,1,4,161,61,2023-06-01
2409,26,11,106,124,2024-03-07
2410,38,16,438,103,2023-10-10
2411,36,30,476,28,2024-11-01
2412,20,47,60,21,2023-10-21
2413,15,14,95,101,2024-05-24
2414,14,37,334,168,2024-11-29
2415,39,47,479,103,2023-05-02
2416,6,18,286,99,2024-12-06
2417,19,22,139,163,2024-02-05
2418,10,41,210,45,2024-02-02
2419,32,44,432,38,2024-02-16
2420,36,21,76,193,2023-04-15
2421,35,9,235,37,2023-10-19
2422,11,47,291,190,2023-12-08
2423,27,26,187,102,2023-02-26
2424,4,9,164,179,2023-03-18
2425,29,25,349,188,2023-08-21
2426,7,23,447,180,2024-09-24
2427,39,29,239,191,2024-01-30
2428,20,37,420,181,2023-08-01
2429,10,42,450,27,2024-06-21
2430,36,27,116,29,2023-06-19
2431,16,22,296,152,2023-06-02
2432,29,27,429,50,2024-04-09
2433,19,38,419,69,2023-03-24
2434,40,10,400,48,2023-10-01
2435,34,5,154,101,2024-01-24
2436,34,13,314,177,2024-09-30
2437,16,4,496,179,2023-09-19
2438,17,33,97,198,2024-02-10
2439,8,1,408,33,2024-11-05
2440,32,12,152,31,2024-04-05
2441,21,22,21,70,2023-01-30
2442,13,8,493,98,2024-06-02
2443,14,28,374,75,2023-08-16
2444,7,10,87,79,2024-08-14
2445,3,16,283,199,2024-12-24
2446,26,3,426,80,2024-07-25
2447,25,30,265,173,2024-12-21
2448,19,32,219,104,2023-10-11
2449,1,18,361,52,2024-11-15
2450,30,39,230,78,2023-10-25
2451,34,26,194,157,2023-01-18
2452,18,10,18,62,2024-05-26
2453,20,1,500,135,2023-05-20
2454,22,45,102,75,2023-07-11
2455,30,22,110,34,2023-07-01
2456,19,1,219,143,2024-05-22
2457,20,17,60,25,2023-06-17
2458,2,18,42,34,2024-09-22
2459,1,39,41,78,2023-01-01
2460,38,30,278,155,2024-07-05
2461,21,35,461,109,2023-11-07
2462,16,20,176,95,2024-07-08
2463,8,33,8,126,2023-08-12
2464,3,7,3,133,2024-07-12
2465,4,7,324,98,2024-05-17
2466,28,28,148,49,2024-10-09
2467,8,48,208,38,2024-07-06
2468,27,48,467,99,2024-05-29
2469,21,11,341,54,2024-06-26
2470,17,11,417,66,2023-07-24
2471,6,11,326,110,2024-03-15
2472,39,1,359,52,2023-01-04
2473,3,10,363,77,2023-08-30
2474,32,2,72,200,2023-07-31
2475,38,24,438,130,2023-11-03
2476,29,45,389,47,2023-05-05
2477,28,50,428,147,2024-05-27
2478,31,38,351,122,2023-02-12
2479,6,3,486,51,2024-07-13
2480,7,20,247,190,2024-02-21
2481,1,30,361,93,2024-10-18
2482,3,20,403,105,2023-03-13
2483,14,16,94,36,2023-10-03
2484,9,1,449,99,2023-03-29
2485,8,19,368,67,2024-10-22
2486,23,43,303,45,2023-09-15
2487,33,1,153,127,2024-04-17
2488,29,18,269,46,2024-07-05
2489,20,38,300,89,2023-07-02
2490,25,29,25,118,2024-07-06
2491,8,36,48,194,2024-08-23
2492,1,46,401,87,2023-05-04
2493,8,45,88,35,2024-08-13
2494,11,22,291,45,2024-11-17
2495,37,16,197,167,2024-08-18
2496,25,7,465,166,2024-04-12
2497,37,50,77,114,2024-07-11
2498,30,5,30,85,2024-04-29
2499,25,45,345,112,2024-12-03
2500,17,16,57,119,2024-12-05
2501,2,44,322,182,2024-11-07
2502,33,21,353,104,2023-04-04
2503,25,47,25,150,2023-04-13
2504,3,43,243,183,2023-12-07
2505,9,1,89,163,2024-07-02
2506,33,39,393,93,2024-04-03
2507,32,2,152,66,2023-09-16
2508,37,15,437,59,2023-11-17
2509,30,5,190,96,2023-07-24
2510,31,31,431,106,2024-01-24
2511,25,2,465,85,2023-07-02
2512,15,38,335,115,2023-05-04
2513,9,16,369,115,2024-01-08
2514,3,31,323,74,2024-04-10
2515,13,33,293,26,2024-09-06
2516,12,25,412,48,2024-07-20
2517,25,42,265,159,2023-10-14
2518,35,13,235,189,2024-02-13
2519,37,10,357,120,2024-05-23
2520,10,14,250,140,2023-11-28
2521,32,2,432,50,2023-07-18
2522,35,43,75,68,2024-09-01
2523,2,32,82,143,2024-12-04
2524,29,25,309,191,2023-12-05
2525,27,43,307,191,2024-05-06
2526,17,20,377,112,2023-01-25
2527,6,4,86,120,2024-02-15
2528,15,39,455,118,2023-07-05
2529,2,31,442,162,2023-07-02
2530,38,3,278,67,2024-10-03
2531,27,30,267,194,2024-10-20
