order_id,customer_id,store_id,employee_id,order_date,total_amount
4130,3167,2,8,2024-07-18,49.39
4131,7011,27,160,2024-06-29,14.97
4132,2425,40,238,2024-08-23,12.56
4133,5449,27,161,2024-08-20,23.51
4134,995,23,137,2024-03-25,23.82
4135,9231,8,44,2024-11-01,24.90
4136,5678,50,299,2024-03-27,48.29
4137,1110,44,259,2024-11-05,16.31
4138,1491,37,218,2024-07-09,35.01
4139,9968,16,92,2024-03-31,34.77
4140,4365,12,71,2024-01-01,30.74
4141,6857,9,50,2024-12-26,32.04
4142,8412,46,276,2024-09-26,23.85
4143,4081,19,113,2024-08-07,15.86
4144,6379,28,167,2024-01-30,14.67
4145,4262,38,228,2024-12-03,29.71
4146,5782,18,107,2024-02-23,16.09
4147,8571,43,254,2024-11-13,46.22
4148,2169,30,179,2024-12-11,51.28
4149,987,47,282,2024-06-13,10.32
4150,1022,49,292,2024-01-01,21.44
4151,7497,39,233,2024-11-24,53.43
4152,8197,45,267,2024-09-23,22.56
4153,3854,35,208,2024-12-20,45.32
4154,7648,47,280,2024-10-18,36.26
4155,1772,11,66,2024-07-22,31.26
4156,3834,15,87,2024-08-09,20.76
4157,8904,38,224,2024-10-26,13.06
4158,2741,13,77,2024-10-04,64.89
4159,198,16,96,2024-05-14,26.50
4160,2024,44,261,2024-04-21,49.40
4161,7309,45,270,2024-07-17,30.30
4162,4384,3,16,2024-11-16,48.31
4163,86,50,299,2024-07-17,21.74
4164,6292,45,265,2024-06-19,26.22
4165,6527,16,93,2024-02-12,34.84
4166,7730,11,64,2024-01-24,18.42
4167,3887,35,210,2024-10-12,8.84
4168,2055,6,35,2024-04-17,24.42
4169,8842,14,79,2024-07-01,28.86
4170,4681,50,297,2024-07-21,11.90
4171,6683,6,33,2024-05-24,33.42
4172,4097,47,280,2024-03-04,27.54
4173,1329,41,243,2024-12-27,9.84
4174,9012,41,243,2024-03-02,22.87
4175,6247,13,78,2024-01-24,16.48
4176,7219,15,88,2024-03-17,24.44
4177,7469,44,260,2024-10-05,36.59
4178,2132,38,226,2024-06-01,37.89
4179,5999,16,91,2024-04-24,22.53
4180,8697,48,283,2024-03-08,35.76
4181,1758,8,48,2024-07-22,12.58
4182,6024,27,157,2024-10-26,8.75
4183,1030,22,132,2024-06-26,25.23
4184,6522,6,34,2024-02-04,29.40
4185,4423,48,284,2024-01-29,30.21
4186,1354,24,143,2024-01-07,23.65
4187,4173,10,59,2024-12-01,15.37
4188,3476,39,231,2024-02-20,27.31
4189,4542,19,112,2024-04-10,47.59
4190,5990,48,284,2024-07-01,31.56
4191,799,27,158,2024-07-13,25.11
4192,3262,3,13,2024-11-12,24.66
4193,777,24,140,2024-11-17,29.67
4194,2429,49,291,2024-09-26,53.94
4195,8901,19,110,2024-07-26,47.02
4196,8474,23,135,2024-04-26,16.60
4197,6271,23,138,2024-01-27,29.23
4198,329,49,290,2024-07-30,14.39
4199,3962,38,223,2024-04-24,34.87
4200,5463,29,171,2024-09-09,18.37
4201,9381,21,125,2024-12-28,26.30
4202,9454,21,122,2024-04-10,25.02
4203,8733,1,2,2024-05-09,17.80
4204,2818,4,22,2024-01-18,63.77
4205,1591,24,141,2024-09-19,34.36
4206,1893,23,134,2024-07-30,25.95
4207,3642,4,22,2024-01-02,67.02
4208,9116,17,97,2024-09-11,22.87
4209,8689,42,252,2024-06-16,36.40
4210,842,17,100,2024-10-31,18.82
4211,7449,13,78,2024-03-24,22.47
4212,1926,42,251,2024-10-05,64.63
4213,3328,1,3,2024-09-15,33.55
4214,5966,26,155,2024-01-24,62.68
4215,9018,20,117,2024-10-05,48.52
4216,2214,26,154,2024-09-29,12.81
4217,7885,20,116,2024-02-13,34.70
4218,7480,47,280,2024-06-04,31.48
4219,9408,17,98,2024-02-02,12.95
4220,8021,36,216,2024-11-14,23.64
4221,7903,8,45,2024-05-13,39.18
4222,9237,47,279,2024-04-22,41.60
4223,1592,38,225,2024-02-16,17.17
4224,7632,18,103,2024-05-15,18.98
4225,9099,26,156,2024-01-08,25.48
4226,300,42,248,2024-07-26,58.01
4227,9911,33,197,2024-06-04,48.48
4228,3782,1,6,2024-10-28,42.91
4229,2060,31,181,2024-11-05,10.74
4230,5613,15,87,2024-12-10,35.41
4231,4479,14,82,2024-03-23,13.86
4232,7653,24,143,2024-05-02,6.98
4233,9162,21,125,2024-11-07,14.26
4234,3563,1,4,2024-09-18,26.50
4235,3549,17,102,2024-02-06,16.72
4236,6934,35,207,2024-02-27,26.64
4237,1315,49,294,2024-10-02,13.98
4238,7952,46,274,2024-02-16,31.70
4239,7132,42,252,2024-08-14,38.40
4240,2921,37,217,2024-12-11,10.34
4241,4896,23,134,2024-10-17,13.08
4242,2814,50,297,2024-08-26,35.90
4243,7020,19,109,2024-10-10,32.76
4244,3784,4,20,2024-06-07,22.36
4245,969,20,117,2024-11-23,49.39
4246,3341,3,13,2024-03-24,13.04
4247,3735,31,185,2024-09-28,49.43
4248,5411,34,201,2024-05-06,31.02
4249,2179,28,166,2024-07-16,31.22
4250,2013,20,115,2024-02-05,27.64
4251,9387,3,16,2024-12-23,32.40
4252,8851,35,207,2024-04-30,34.76
4253,6692,25,145,2024-03-10,24.93
4254,8509,46,272,2024-06-19,17.07
4255,3551,16,92,2024-09-29,28.12
4256,7418,8,47,2024-03-13,46.53
4257,6206,32,190,2024-05-26,38.22
4258,6915,26,156,2024-03-22,19.24
4259,7339,44,261,2024-02-23,17.57
4260,753,47,277,2024-12-08,30.03
4261,9305,47,280,2024-02-11,54.03
4262,8978,9,50,2024-06-28,21.68
4263,6007,50,296,2024-10-28,14.58
4264,5817,16,94,2024-09-03,36.58
4265,5622,49,293,2024-09-18,16.40
4266,9967,34,199,2024-10-23,32.58
4267,4198,45,268,2024-07-06,23.64
4268,7461,7,41,2024-05-06,27.36
4269,2694,21,121,2024-01-07,30.05
4270,4466,32,191,2024-07-15,12.20
4271,989,46,275,2024-06-20,36.18
4272,759,16,96,2024-11-22,45.70
4273,3620,43,255,2024-05-06,17.32
4274,5520,42,247,2024-10-29,11.88
4275,7705,30,179,2024-06-16,18.82
4276,9614,46,276,2024-08-02,25.86
4277,8278,8,47,2024-03-26,17.47
4278,7196,48,285,2024-09-09,13.01
4279,2136,47,280,2024-03-16,57.42
4280,589,34,204,2024-01-06,24.55
4281,1297,50,296,2024-07-13,30.63
4282,1085,20,117,2024-05-26,27.50
4283,3386,50,297,2024-11-20,17.24
4284,1287,47,278,2024-10-26,17.92
4285,1634,3,17,2024-10-21,35.05
4286,662,31,183,2024-02-10,36.30
4287,347,41,243,2024-10-23,10.82
4288,7523,28,166,2024-01-23,16.00
4289,6843,8,46,2024-04-29,12.80
4290,1630,5,30,2024-06-29,15.26
4291,1320,49,291,2024-05-19,14.80
4292,2771,30,176,2024-11-20,26.35
4293,9339,22,132,2024-02-08,54.26
4294,4949,48,287,2024-09-17,23.69
4295,9624,10,58,2024-11-28,53.35
4296,7919,18,106,2024-05-15,21.36
4297,5840,23,134,2024-06-03,27.23
4298,7613,1,1,2024-04-11,29.05
4299,9525,14,79,2024-12-10,13.99
4300,8372,34,200,2024-05-09,38.70
4301,4675,9,50,2024-12-21,21.02
4302,5737,50,295,2024-02-09,61.69
4303,2449,46,274,2024-12-29,26.68
4304,2559,29,172,2024-07-21,28.03
4305,5875,26,155,2024-05-07,9.26
4306,6074,13,73,2024-06-29,7.67
4307,3105,15,86,2024-04-01,19.13
4308,7409,47,281,2024-12-07,27.94
4309,4423,31,185,2024-02-18,20.95
4310,5181,1,2,2024-06-11,20.85
4311,8071,29,171,2024-08-26,26.35
4312,5430,37,217,2024-09-03,21.66
4313,5830,20,118,2024-08-17,22.83
4314,3480,24,144,2024-08-27,22.35
4315,5309,48,287,2024-07-24,34.09
4316,9378,27,157,2024-09-17,44.91
4317,4993,22,131,2024-05-30,28.12
4318,2136,16,95,2024-10-17,27.38
4319,3103,30,176,2024-01-08,12.75
4320,6585,31,184,2024-01-05,12.21
4321,8667,21,123,2024-01-31,5.65
4322,7269,39,230,2024-06-13,34.43
4323,3283,8,44,2024-02-20,11.06
4324,3044,16,95,2024-03-22,16.75
4325,4119,9,53,2024-08-15,28.29
4326,1880,44,260,2024-11-08,23.20
4327,488,42,251,2024-11-08,10.97
4328,9893,45,270,2024-10-23,12.55
4329,5030,41,242,2024-12-13,37.17
4330,4248,32,190,2024-12-14,42.30
4331,6856,17,99,2024-01-25,22.72
4332,7416,17,99,2024-12-29,33.22
4333,767,9,49,2024-08-05,51.57
4334,3387,22,132,2024-04-15,15.62
4335,1393,16,92,2024-05-14,49.07
4336,7022,9,52,2024-12-14,25.38
4337,2207,2,12,2024-06-14,11.74
4338,9013,34,200,2024-07-02,17.94
4339,2448,38,224,2024-04-20,14.06
4340,6361,46,272,2024-02-27,29.67
4341,8088,45,270,2024-09-24,17.84
4342,7613,41,241,2024-09-30,13.65
4343,1459,27,159,2024-05-02,17.84
4344,4810,29,170,2024-08-02,14.77
4345,5627,17,97,2024-07-15,15.82
4346,8290,17,101,2024-04-20,29.10
4347,1034,25,145,2024-12-30,8.56
4348,6685,17,99,2024-07-08,52.82
4349,6753,47,278,2024-10-12,26.82
4350,9811,33,193,2024-09-08,20.61
4351,3205,20,116,2024-09-11,45.45
4352,6596,2,9,2024-08-18,8.03
4353,3771,1,1,2024-03-06,18.96
4354,4021,22,131,2024-07-26,42.62
4355,2938,18,108,2024-08-06,28.33
4356,6593,32,190,2024-01-10,11.08
4357,2912,19,112,2024-12-27,19.61
4358,5564,27,161,2024-07-09,51.00
4359,9727,36,215,2024-12-23,44.11
4360,6079,7,40,2024-02-24,30.08
4361,4777,49,292,2024-09-25,50.61
4362,8275,15,85,2024-10-23,7.04
4363,3351,44,259,2024-09-20,19.40
4364,5028,27,159,2024-08-29,31.41
4365,4150,20,117,2024-12-30,32.04
4366,8146,44,263,2024-04-12,22.31
4367,4186,28,168,2024-01-09,17.34
4368,9372,33,193,2024-09-18,27.24
4369,5522,8,46,2024-09-17,21.48
4370,4520,24,141,2024-06-05,10.90
4371,7979,29,174,2024-04-11,52.10
4372,4943,43,254,2024-02-20,17.31
4373,293,47,281,2024-03-06,32.83
4374,5514,33,193,2024-05-31,38.61
4375,3621,50,296,2024-06-29,28.02
4376,9028,4,20,2024-09-17,24.63
4377,1211,35,206,2024-08-31,22.99
4378,2867,30,175,2024-02-25,25.10
4379,9383,21,124,2024-11-13,34.86
4380,2810,8,43,2024-08-11,63.96
4381,521,36,214,2024-07-16,88.32
4382,1837,28,163,2024-05-08,57.17
4383,6483,6,32,2024-05-15,62.08
4384,7515,50,300,2024-06-27,13.37
4385,730,49,290,2024-03-25,17.72
4386,2575,16,95,2024-09-30,27.84
4387,973,42,247,2024-10-31,43.91
4388,6660,50,295,2024-04-09,35.30
4389,2227,31,185,2024-05-12,87.44
4390,2189,18,105,2024-10-19,49.86
4391,4895,46,272,2024-04-14,12.73
4392,2286,27,158,2024-06-13,22.63
4393,120,29,173,2024-05-11,11.09
4394,1467,27,159,2024-03-31,36.91
4395,4228,7,37,2024-01-25,8.14
4396,7862,9,52,2024-12-08,26.42
4397,3240,43,255,2024-11-09,27.09
4398,2156,37,219,2024-02-06,17.53
4399,5592,20,116,2024-08-04,13.52
4400,8455,48,287,2024-08-12,16.64
4401,9821,12,72,2024-11-10,13.60
4402,4879,32,187,2024-01-30,63.11
4403,3889,45,269,2024-12-19,17.65
4404,7970,48,287,2024-10-24,37.52
4405,2582,15,86,2024-12-30,24.29
4406,5494,38,225,2024-10-27,16.88
4407,5516,37,222,2024-06-19,13.48
4408,680,10,56,2024-02-02,45.20
4409,1052,41,242,2024-07-23,41.37
4410,5240,30,180,2024-08-02,54.69
4411,5636,25,146,2024-08-28,46.93
4412,90,26,155,2024-04-09,71.16
4413,439,45,265,2024-11-06,13.40
4414,7724,22,131,2024-01-23,21.73
4415,8878,21,126,2024-05-03,24.01
4416,4865,33,193,2024-08-30,80.16
4417,3171,35,209,2024-01-05,37.67
4418,1561,6,36,2024-04-29,42.19
4419,6349,19,110,2024-07-21,24.02
4420,6071,22,130,2024-10-09,33.50
4421,7374,4,20,2024-12-17,6.25
4422,277,47,278,2024-11-15,11.32
4423,6270,10,55,2024-10-16,27.94
4424,7783,40,237,2024-05-24,34.75
4425,5460,20,115,2024-09-12,17.06
4426,9680,35,205,2024-03-07,29.42
4427,5423,47,281,2024-04-17,30.27
4428,8933,22,127,2024-05-04,52.31
4429,7646,26,153,2024-02-15,44.12
4430,236,33,194,2024-09-27,10.46
4431,481,20,119,2024-07-16,22.00
4432,5390,33,197,2024-08-01,28.94
4433,85,8,46,2024-07-23,12.55
4434,8173,36,213,2024-07-22,28.54
4435,6031,9,49,2024-04-03,15.56
4436,9599,2,9,2024-10-07,24.30
4437,6674,2,11,2024-12-16,29.37
4438,2875,45,269,2024-02-13,27.09
4439,4875,23,138,2024-09-30,13.88
4440,946,48,283,2024-09-08,28.59
4441,2160,2,12,2024-04-22,19.67
4442,6277,26,155,2024-02-29,26.51
4443,5579,12,70,2024-10-02,26.99
4444,8781,38,223,2024-05-05,11.14
4445,7042,35,206,2024-09-16,67.41
4446,3918,14,81,2024-02-20,23.20
4447,2014,31,186,2024-07-19,50.19
4448,3281,21,124,2024-10-14,19.22
4449,7148,5,28,2024-01-16,41.20
4450,3710,45,268,2024-06-08,24.16
4451,1894,26,153,2024-01-08,27.33
4452,1775,45,269,2024-02-09,17.68
4453,7997,1,4,2024-10-24,22.83
4454,222,41,245,2024-07-14,30.53
4455,4209,47,280,2024-11-16,19.10
4456,6472,17,97,2024-12-29,13.40
4457,3706,5,28,2024-12-15,27.61
4458,3017,3,16,2024-06-27,16.46
4459,2581,14,84,2024-02-01,33.67
4460,1439,32,190,2024-01-16,29.01
4461,5203,41,242,2024-11-15,10.99
4462,2854,26,156,2024-05-03,20.69
4463,1678,35,208,2024-02-13,29.32
4464,8990,4,22,2024-05-31,14.35
4465,1046,41,243,2024-08-02,23.01
4466,9734,9,53,2024-09-05,25.93
4467,3623,7,38,2024-01-12,17.31
4468,2836,35,210,2024-09-25,79.16
4469,9196,19,110,2024-07-19,39.42
4470,3262,3,13,2024-08-02,17.46
4471,6471,20,118,2024-06-19,28.71
4472,6142,19,114,2024-07-11,37.42
4473,8634,14,83,2024-01-04,20.49
4474,6479,11,66,2024-03-02,15.67
4475,7221,39,233,2024-06-16,14.85
4476,2464,37,220,2024-11-17,20.63
4477,6175,23,137,2024-08-16,16.75
4478,2679,15,87,2024-03-13,17.35
4479,6234,40,237,2024-01-22,12.41
4480,9621,40,235,2024-09-08,28.40
4481,6907,40,240,2024-09-24,32.39
4482,5685,36,215,2024-04-03,26.04
4483,9264,39,230,2024-03-24,10.32
4484,637,12,70,2024-08-25,21.18
4485,2497,34,201,2024-02-26,23.67
4486,6062,11,64,2024-03-27,16.25
4487,5971,42,252,2024-04-29,72.86
4488,5273,23,137,2024-04-13,39.78
4489,2802,18,105,2024-02-17,71.70
4490,4065,48,285,2024-11-04,16.63
4491,9256,2,10,2024-06-03,66.84
4492,4610,46,272,2024-04-17,20.43
4493,5417,3,16,2024-01-08,32.02
4494,6815,10,56,2024-01-31,38.72
4495,2749,42,252,2024-05-01,24.54
4496,1856,3,14,2024-12-15,18.26
4497,7007,31,185,2024-03-14,14.07
4498,5686,38,227,2024-10-11,59.26
4499,8760,32,188,2024-08-13,45.86
4500,1003,24,144,2024-07-09,20.70
4501,585,12,68,2024-01-29,53.89
4502,4946,37,219,2024-05-02,13.00
4503,6227,47,278,2024-06-24,22.87
4504,8585,6,35,2024-08-09,29.99
4505,7471,4,22,2024-03-04,20.90
4506,118,16,92,2024-11-16,13.78
4507,7935,9,49,2024-12-27,71.33
4508,7902,6,31,2024-09-11,40.82
4509,471,12,68,2024-10-15,18.74
4510,13,40,239,2024-09-18,20.17
4511,2643,1,3,2024-10-17,14.59
4512,3321,29,169,2024-03-16,25.22
4513,1211,48,285,2024-02-21,6.52
4514,4564,2,11,2024-11-03,19.69
4515,9373,34,204,2024-09-27,34.02
4516,2902,46,273,2024-11-13,45.86
4517,8168,23,136,2024-03-23,27.35
4518,7090,13,76,2024-01-21,14.09
4519,26,25,148,2024-01-03,34.11
4520,35,46,272,2024-06-08,12.22
4521,9068,33,197,2024-01-06,59.72
4522,1246,34,200,2024-10-02,22.24
4523,4816,33,195,2024-01-20,16.20
4524,4742,47,277,2024-08-04,21.94
4525,8032,49,293,2024-02-29,29.35
4526,7865,15,86,2024-03-18,41.67
4527,2493,41,241,2024-12-20,10.16
4528,5819,18,105,2024-04-29,15.10
4529,8904,50,295,2024-05-25,39.80
4530,4218,12,72,2024-02-20,38.95
4531,5388,38,223,2024-11-22,23.59
4532,3366,38,226,2024-03-28,16.31
4533,7148,17,98,2024-10-28,32.69
4534,28,25,148,2024-10-16,31.04
4535,2745,11,66,2024-02-03,19.03
4536,7325,14,80,2024-02-12,39.40
4537,2430,31,181,2024-12-09,15.64
4538,3864,6,33,2024-12-15,20.90
4539,2078,34,200,2024-03-02,26.66
4540,6888,10,57,2024-07-20,33.14
4541,7832,31,185,2024-02-04,15.85
4542,152,43,255,2024-05-21,24.68
4543,5077,14,81,2024-06-29,21.94
4544,6970,5,25,2024-12-12,5.32
4545,4576,31,181,2024-07-15,27.75
4546,1888,11,63,2024-03-12,26.52
4547,5180,16,94,2024-05-31,20.98
4548,3527,43,258,2024-06-14,29.60
4549,561,18,108,2024-07-16,28.48
4550,7792,43,254,2024-07-24,22.05
4551,373,35,205,2024-02-27,35.85
4552,2944,10,58,2024-07-21,16.34
4553,2293,1,2,2024-06-05,64.04
4554,7795,42,247,2024-01-22,53.40
4555,2889,45,269,2024-07-30,11.80
4556,8021,5,25,2024-05-12,33.00
4557,4164,20,115,2024-09-10,20.84
4558,1078,7,41,2024-04-30,25.89
4559,5377,10,58,2024-09-26,34.26
4560,276,46,272,2024-07-11,24.01
4561,8701,12,69,2024-07-19,28.87
4562,5456,6,31,2024-05-26,29.76
4563,8820,15,88,2024-11-23,19.37
4564,3795,47,281,2024-06-25,55.48
4565,5759,35,205,2024-04-10,29.00
4566,1598,25,145,2024-09-07,24.73
4567,1125,21,122,2024-01-20,9.08
4568,5142,5,29,2024-01-19,13.76
4569,4926,19,114,2024-06-28,34.78
4570,8837,17,102,2024-01-07,22.16
4571,8765,5,29,2024-03-02,36.84
4572,6635,21,123,2024-12-12,25.18
4573,7101,6,35,2024-10-12,22.38
4574,9519,20,119,2024-03-01,38.20
4575,3774,5,26,2024-05-31,29.38
4576,299,7,41,2024-04-14,23.49
4577,6302,6,31,2024-08-05,12.54
4578,7186,8,45,2024-07-06,11.46
4579,196,33,197,2024-11-10,42.94
4580,3067,50,299,2024-11-25,16.64
4581,6674,16,93,2024-02-10,29.28
4582,1301,44,263,2024-05-18,19.22
4583,3130,14,79,2024-03-16,14.96
4584,9226,25,149,2024-11-18,16.35
4585,4702,12,69,2024-03-29,37.04
4586,4943,49,292,2024-12-27,17.55
4587,9565,17,100,2024-01-05,10.38
4588,3400,33,198,2024-10-14,19.34
4589,9021,1,6,2024-06-13,26.65
4590,9642,22,128,2024-08-01,13.99
4591,8051,45,268,2024-11-28,21.77
4592,319,11,61,2024-05-17,16.56
4593,7285,35,206,2024-06-28,45.09
4594,9696,48,285,2024-09-11,38.80
4595,4459,22,127,2024-02-22,30.06
4596,1334,26,156,2024-10-17,8.33
4597,3919,47,277,2024-10-24,30.36
4598,5613,28,168,2024-06-22,13.04
4599,6804,44,260,2024-02-26,34.76
4600,4173,17,98,2024-09-07,19.81
4601,8133,8,43,2024-07-02,31.57
4602,4295,21,125,2024-06-13,35.91
4603,8382,12,71,2024-06-21,19.37
4604,9124,28,166,2024-08-19,16.01
4605,2064,11,66,2024-11-21,12.34
4606,3708,39,232,2024-01-31,29.96
4607,7496,45,269,2024-06-16,11.84
4608,3705,27,158,2024-01-09,29.26
4609,2967,19,110,2024-11-11,27.52
4610,3426,24,144,2024-07-25,21.72
4611,8210,50,299,2024-11-11,12.53
4612,3752,9,49,2024-11-07,41.86
4613,4862,15,85,2024-03-14,17.08
4614,4455,10,58,2024-07-22,51.94
4615,2951,12,67,2024-10-18,14.75
4616,8887,47,280,2024-12-13,34.58
4617,6722,9,51,2024-03-04,18.10
4618,9459,46,272,2024-04-14,8.53
4619,3068,17,102,2024-05-17,21.56
4620,2924,35,209,2024-06-13,21.43
4621,3979,28,164,2024-06-06,45.23
4622,8426,45,265,2024-06-01,22.00
4623,1114,30,180,2024-07-02,10.32
4624,5834,39,229,2024-06-13,24.33
4625,1951,46,274,2024-06-04,26.76
4626,8041,12,71,2024-07-20,16.99
4627,7273,2,11,2024-01-29,44.90
4628,1944,27,157,2024-06-18,12.91
4629,1968,32,189,2024-10-22,28.46
4630,5803,46,273,2024-06-25,33.02
4631,5613,24,139,2024-11-12,37.75
4632,3000,42,252,2024-04-09,25.10
4633,882,5,26,2024-05-12,28.30
4634,3521,5,27,2024-11-19,17.66
4635,8546,4,23,2024-08-13,25.13
4636,1294,32,188,2024-11-23,76.22
4637,5472,4,21,2024-07-10,17.36
4638,6849,35,208,2024-10-08,21.99
4639,7465,49,290,2024-11-04,31.12
4640,2917,15,87,2024-06-16,54.77
4641,2009,8,45,2024-05-29,21.64
4642,7307,43,253,2024-12-21,16.84
4643,8884,13,78,2024-01-30,10.42
4644,1263,49,294,2024-11-20,24.30
4645,2558,13,75,2024-02-25,31.52
4646,7964,32,192,2024-06-30,25.15
4647,4780,20,115,2024-11-14,22.16
4648,2884,4,24,2024-11-30,14.97
4649,6720,18,105,2024-10-04,22.83
4650,7905,17,100,2024-04-15,41.07
4651,5803,39,233,2024-03-17,32.64
4652,1452,19,114,2024-12-03,24.64
4653,4073,31,181,2024-02-06,83.76
4654,4216,47,277,2024-09-26,20.56
4655,8152,23,135,2024-09-15,16.22
4656,8580,10,55,2024-03-14,19.65
4657,704,21,121,2024-01-21,19.73
4658,7243,49,291,2024-03-19,13.80
4659,9594,15,85,2024-02-18,22.76
4660,9631,21,123,2024-12-31,25.96
4661,6670,41,244,2024-07-29,20.04
4662,4465,40,235,2024-11-10,21.28
4663,4242,21,123,2024-03-03,31.80
4664,6091,22,130,2024-02-03,50.95
4665,6498,42,248,2024-02-19,40.70
4666,131,42,250,2024-07-10,21.78
4667,9601,49,291,2024-09-21,25.94
4668,215,14,79,2024-03-24,30.98
4669,878,31,183,2024-01-10,16.56
4670,9408,14,84,2024-02-17,16.22
4671,6151,2,11,2024-12-20,25.12
4672,8955,11,62,2024-11-23,21.98
4673,4180,36,214,2024-02-19,23.00
4674,1962,2,10,2024-11-01,31.09
4675,7255,48,288,2024-06-01,25.76
4676,2461,49,294,2024-05-19,11.36
4677,4767,8,48,2024-05-31,11.07
4678,4407,41,244,2024-04-24,41.97
4679,1661,15,88,2024-07-10,19.36
4680,1150,26,155,2024-04-26,14.59
4681,6341,17,97,2024-09-01,12.60
4682,5441,36,216,2024-08-30,41.13
4683,4644,30,180,2024-03-12,24.88
4684,8319,23,136,2024-10-13,38.25
4685,5706,12,67,2024-11-05,36.12
4686,7912,44,261,2024-11-15,55.33
4687,173,45,266,2024-08-15,58.34
4688,9232,20,120,2024-05-04,29.70
4689,5215,46,276,2024-07-15,52.36
4690,9290,2,11,2024-05-19,23.97
4691,9615,29,170,2024-09-17,81.44
4692,2203,4,19,2024-04-02,6.37
4693,883,18,107,2024-12-31,14.57
4694,4963,3,16,2024-01-16,15.38
4695,2021,41,242,2024-05-21,18.78
4696,8279,7,40,2024-01-01,17.87
4697,2036,11,64,2024-01-10,16.50
4698,6858,50,295,2024-05-09,15.27
4699,2642,29,172,2024-03-09,23.18
4700,3042,49,289,2024-04-22,40.58
4701,2875,17,98,2024-02-18,8.44
4702,1865,4,20,2024-10-18,14.01
4703,216,17,99,2024-08-05,13.11
4704,5460,29,173,2024-10-09,17.11
4705,2635,46,276,2024-04-21,35.80
4706,2039,23,136,2024-05-17,15.13
4707,583,39,232,2024-02-09,34.56
4708,6089,27,158,2024-10-23,56.38
4709,3399,37,220,2024-06-25,18.34
4710,4879,15,88,2024-05-26,19.06
4711,726,14,84,2024-12-28,29.48
4712,6014,13,76,2024-03-22,40.25
4713,4430,19,114,2024-12-05,25.67
4714,3269,32,188,2024-11-01,19.91
4715,4273,50,299,2024-09-06,20.26
4716,6802,18,106,2024-09-12,23.33
4717,664,34,201,2024-06-05,13.03
4718,2368,27,161,2024-01-02,21.93
4719,4403,26,151,2024-08-23,20.20
4720,7173,50,297,2024-02-01,26.13
4721,8504,41,245,2024-03-06,23.26
4722,998,38,224,2024-08-19,29.74
4723,7562,30,179,2024-05-07,43.47
4724,6831,39,233,2024-04-19,11.03
4725,2942,1,3,2024-09-20,17.88
4726,4913,23,134,2024-02-10,21.72
4727,584,2,9,2024-08-04,12.10
4728,9393,42,250,2024-02-26,24.21
4729,3887,19,114,2024-09-13,42.66
4730,6254,30,179,2024-12-05,54.88
4731,1383,48,287,2024-05-21,31.84
4732,5176,16,93,2024-09-27,62.41
4733,5030,40,238,2024-01-12,26.44
4734,4932,30,179,2024-06-10,7.60
4735,5134,47,280,2024-10-26,6.73
4736,4670,50,296,2024-09-18,12.44
4737,9417,9,49,2024-09-03,15.76
4738,1197,2,7,2024-08-27,29.65
4739,2547,41,243,2024-01-26,59.32
4740,8965,12,69,2024-04-22,28.09
4741,2419,9,52,2024-05-19,32.51
4742,296,1,6,2024-11-09,41.60
4743,5456,34,199,2024-12-27,59.18
4744,4563,47,279,2024-03-29,19.46
4745,8736,6,36,2024-06-14,14.83
4746,8269,23,136,2024-03-20,28.92
4747,6620,37,222,2024-12-20,13.76
4748,1634,45,270,2024-04-06,25.65
4749,6548,30,179,2024-06-20,26.02
4750,7385,35,206,2024-11-08,18.28
4751,6461,40,236,2024-10-18,31.47
4752,2053,15,87,2024-09-18,26.55
4753,9029,9,52,2024-12-03,77.02
4754,6782,36,215,2024-05-31,8.09
4755,5662,22,130,2024-06-03,14.89
4756,907,19,110,2024-01-11,22.63
4757,3032,31,186,2024-05-01,33.24
4758,108,24,144,2024-09-29,45.67
4759,651,27,161,2024-08-07,22.64
4760,2519,14,79,2024-12-10,11.08
4761,4405,39,232,2024-01-15,15.15
4762,317,28,168,2024-07-31,28.62
4763,9439,15,88,2024-04-05,34.68
4764,8761,1,3,2024-09-23,45.17
4765,7209,34,201,2024-09-21,7.64
4766,2168,5,26,2024-01-06,22.95
4767,7809,5,26,2024-04-04,25.74
4768,2820,46,276,2024-08-23,28.86
4769,3228,28,168,2024-11-24,8.75
4770,9863,12,72,2024-10-11,13.96
4771,3429,43,258,2024-05-10,15.81
4772,9988,45,269,2024-06-14,93.94
4773,902,9,49,2024-08-03,9.97
4774,2025,11,64,2024-10-18,23.46
4775,8966,38,227,2024-12-11,10.83
4776,3149,1,4,2024-02-26,42.35
4777,8783,29,172,2024-07-15,29.25
4778,5930,45,270,2024-12-29,30.79
4779,1210,40,240,2024-01-13,10.80
4780,4807,37,218,2024-11-07,35.41
4781,9261,33,195,2024-05-27,31.02
4782,6436,23,138,2024-12-19,10.75
4783,916,26,153,2024-12-16,43.60
4784,2069,28,165,2024-07-05,25.55
4785,9523,3,18,2024-12-06,14.95
4786,1437,26,156,2024-07-13,22.63
4787,9007,35,210,2024-07-10,68.48
4788,9789,28,167,2024-11-25,21.14
4789,6217,18,106,2024-02-13,12.44
4790,6277,28,165,2024-03-29,19.80
4791,4653,18,104,2024-03-16,19.05
4792,7666,29,169,2024-05-13,53.26
4793,3152,34,201,2024-07-14,17.12
4794,7716,25,147,2024-02-25,13.44
4795,6337,34,201,2024-06-17,10.34
4796,2421,34,202,2024-12-16,15.67
4797,7932,26,156,2024-10-21,19.15
