order_item_id,order_id,product_id,quantity,price
10625,3552,459,1,21.10
10626,3553,72,1,4.26
10627,3553,20,1,4.13
10628,3554,255,2,5.82
10629,3554,244,2,3.32
10630,3555,142,2,5.83
10631,3555,71,1,3.61
10632,3555,362,1,8.33
10633,3556,196,2,4.33
10634,3556,479,1,14.43
10635,3557,177,2,2.99
10636,3557,315,2,3.65
10637,3557,122,1,2.73
10638,3557,12,2,5.00
10639,3558,45,1,2.57
10640,3558,354,1,3.04
10641,3558,443,1,7.50
10642,3558,306,1,3.42
10643,3559,476,2,13.84
10644,3559,42,2,6.15
10645,3559,266,1,3.89
10646,3559,178,1,4.65
10647,3560,117,2,5.97
10648,3560,114,1,5.33
10649,3560,463,1,22.61
10650,3560,323,1,4.29
10651,3561,135,1,2.71
10652,3561,227,1,4.03
10653,3561,138,2,4.35
10654,3561,95,1,5.90
10655,3562,411,2,7.85
10656,3562,353,2,7.58
10657,3562,43,1,3.91
10658,3562,458,1,16.86
10659,3563,156,2,4.82
10660,3563,276,2,3.00
10661,3564,235,1,4.91
10662,3564,303,1,4.96
10663,3564,463,2,22.61
10664,3565,317,2,4.12
10665,3565,414,1,6.16
10666,3565,230,1,5.63
10667,3566,83,2,2.88
10668,3566,239,1,4.01
10669,3566,151,1,5.47
10670,3567,483,2,26.37
10671,3567,252,2,5.55
10672,3568,108,1,3.96
10673,3568,224,2,5.34
10674,3568,36,1,5.43
10675,3569,320,2,3.71
10676,3569,168,1,5.18
10677,3570,132,1,5.71
10678,3570,35,1,5.97
10679,3570,288,2,5.47
10680,3571,16,2,3.34
10681,3571,65,2,2.70
10682,3571,72,2,4.26
10683,3571,156,2,4.82
10684,3572,256,2,4.34
10685,3572,450,2,2.08
10686,3572,51,2,3.07
10687,3573,5,1,2.79
10688,3573,324,1,3.58
10689,3573,206,1,5.97
10690,3574,361,1,4.94
10691,3574,54,1,4.04
10692,3575,400,1,6.89
10693,3575,325,2,3.39
10694,3575,298,1,3.58
10695,3576,467,1,18.78
10696,3576,359,1,5.96
10697,3577,479,2,14.43
10698,3577,350,2,5.51
10699,3578,458,2,16.86
10700,3578,484,1,5.44
10701,3579,329,2,8.02
10702,3579,105,1,5.84
10703,3579,387,1,8.17
10704,3580,423,2,6.27
10705,3580,71,1,3.61
10706,3581,213,1,5.28
10707,3581,422,2,5.53
10708,3581,155,1,4.14
10709,3582,102,2,6.03
10710,3582,83,2,2.88
10711,3582,488,2,20.13
10712,3583,388,2,8.16
10713,3583,348,2,3.47
10714,3583,98,2,4.03
10715,3583,160,2,5.01
10716,3584,295,2,5.56
10717,3584,168,1,5.18
10718,3584,216,2,5.98
10719,3584,260,2,5.11
10720,3585,169,2,5.01
10721,3585,48,2,3.68
10722,3585,329,1,8.02
10723,3585,488,2,20.13
10724,3586,89,1,4.07
10725,3586,247,1,5.96
10726,3586,59,1,5.13
10727,3586,11,1,2.64
10728,3587,234,1,5.43
10729,3587,328,2,6.45
10730,3587,73,1,3.82
10731,3587,432,1,2.88
10732,3588,38,2,5.07
10733,3588,375,2,6.12
10734,3588,209,1,2.98
10735,3588,319,1,4.34
10736,3589,422,1,5.53
10737,3589,8,1,2.97
10738,3589,404,1,5.05
10739,3589,295,1,5.56
10740,3590,96,1,4.06
10741,3590,199,1,4.36
10742,3590,384,1,8.11
10743,3591,166,1,3.61
10744,3591,405,1,8.10
10745,3591,156,2,4.82
10746,3591,440,2,3.14
10747,3592,485,2,20.57
10748,3592,52,1,4.32
10749,3592,406,2,3.39
10750,3593,54,2,4.04
10751,3593,144,1,3.95
10752,3593,352,1,5.77
10753,3593,39,2,4.87
10754,3594,215,1,4.08
10755,3594,129,2,5.11
10756,3594,123,2,6.13
10757,3595,12,1,5.00
10758,3595,120,2,5.11
10759,3595,98,2,4.03
10760,3596,54,2,4.04
10761,3596,298,1,3.58
10762,3597,463,1,22.61
10763,3597,346,1,6.66
10764,3597,360,1,5.09
10765,3597,484,2,5.44
10766,3598,269,1,3.07
10767,3598,140,2,4.76
10768,3598,64,1,4.99
10769,3598,405,1,8.10
10770,3599,250,1,3.30
10771,3599,8,2,2.97
10772,3599,171,2,4.76
10773,3600,167,2,5.96
10774,3600,338,1,7.55
10775,3600,3,1,2.83
10776,3601,161,1,5.69
10777,3601,183,1,4.27
10778,3602,421,2,7.44
10779,3602,237,2,5.27
10780,3603,6,1,2.54
10781,3603,353,2,7.58
10782,3603,265,2,5.82
10783,3604,297,1,5.86
10784,3604,132,1,5.71
10785,3605,82,2,5.88
10786,3605,317,2,4.12
10787,3605,169,2,5.01
10788,3606,459,1,21.10
10789,3606,121,2,4.85
10790,3606,293,2,3.51
10791,3607,62,2,3.70
10792,3607,308,1,5.06
10793,3607,341,1,4.22
10794,3608,234,2,5.43
10795,3608,489,2,7.45
10796,3608,315,2,3.65
10797,3609,352,1,5.77
10798,3609,192,1,3.44
10799,3610,120,2,5.11
10800,3610,194,2,6.21
10801,3610,247,1,5.96
10802,3611,47,2,4.99
10803,3611,319,2,4.34
10804,3611,401,1,7.47
10805,3611,427,2,8.37
10806,3612,257,2,4.33
10807,3612,131,1,6.27
10808,3612,418,2,6.60
10809,3613,293,1,3.51
10810,3613,170,2,3.08
10811,3613,79,1,3.09
10812,3613,382,2,6.83
10813,3614,250,1,3.30
10814,3614,318,1,4.96
10815,3614,366,2,8.23
10816,3615,389,2,4.71
10817,3615,15,1,5.45
10818,3615,253,1,4.11
10819,3615,450,2,2.08
10820,3616,385,2,7.73
10821,3616,62,2,3.70
10822,3617,18,1,5.37
10823,3617,9,1,3.74
10824,3617,425,1,6.43
10825,3617,215,1,4.08
10826,3618,396,2,6.09
10827,3618,483,1,26.37
10828,3618,433,1,6.92
10829,3619,151,1,5.47
10830,3619,382,2,6.83
10831,3619,309,2,3.81
10832,3619,94,2,4.29
10833,3620,294,1,4.40
10834,3620,34,2,5.14
10835,3621,462,1,17.08
10836,3621,158,1,5.14
10837,3622,357,1,2.89
10838,3622,91,2,2.83
10839,3622,289,2,4.38
10840,3623,288,2,5.47
10841,3623,81,1,6.38
10842,3623,135,1,2.71
10843,3624,45,2,2.57
10844,3624,14,1,5.68
10845,3624,365,2,4.81
10846,3624,53,2,2.85
10847,3625,124,2,3.42
10848,3625,111,1,6.32
10849,3625,28,2,2.86
10850,3626,343,2,7.05
10851,3626,450,1,2.08
10852,3626,236,2,5.89
10853,3627,304,1,5.25
10854,3627,353,1,7.58
10855,3627,187,1,5.98
10856,3628,105,2,5.84
10857,3628,389,1,4.71
10858,3628,203,1,4.17
10859,3628,220,1,5.85
10860,3629,382,1,6.83
10861,3629,267,2,3.22
10862,3630,477,2,18.66
10863,3630,478,1,25.87
10864,3631,441,2,4.98
10865,3631,165,1,5.12
10866,3631,419,1,5.19
10867,3632,128,1,3.98
10868,3632,144,1,3.95
10869,3632,174,2,6.19
10870,3632,499,2,7.09
10871,3633,71,1,3.61
10872,3633,311,1,4.84
10873,3633,60,2,4.58
10874,3634,397,2,4.47
10875,3634,244,1,3.32
10876,3634,219,2,2.65
10877,3635,476,1,13.84
10878,3635,90,2,4.91
10879,3636,301,2,3.85
10880,3636,478,2,25.87
10881,3636,49,1,4.16
10882,3636,220,1,5.85
10883,3637,224,2,5.34
10884,3637,39,1,4.87
10885,3637,157,2,2.90
10886,3638,149,2,3.38
10887,3638,282,2,4.50
10888,3638,63,1,3.23
10889,3639,435,1,6.52
10890,3639,128,1,3.98
10891,3640,416,1,3.85
10892,3640,142,1,5.83
10893,3640,284,1,4.07
10894,3640,27,2,2.88
10895,3641,122,2,2.73
10896,3641,330,2,7.95
10897,3642,388,2,8.16
10898,3642,320,2,3.71
10899,3643,110,2,3.36
10900,3643,156,1,4.82
10901,3643,210,1,6.47
10902,3644,443,1,7.50
10903,3644,23,1,3.19
10904,3644,50,2,5.84
10905,3645,478,1,25.87
10906,3645,151,2,5.47
10907,3645,194,1,6.21
10908,3646,48,1,3.68
10909,3646,23,1,3.19
10910,3646,93,2,5.52
10911,3647,102,1,6.03
10912,3647,123,2,6.13
10913,3647,362,2,8.33
10914,3647,269,2,3.07
10915,3648,296,2,4.05
10916,3648,157,2,2.90
10917,3648,178,2,4.65
10918,3649,306,2,3.42
10919,3649,75,2,5.08
10920,3650,464,1,24.28
10921,3650,65,2,2.70
10922,3651,345,2,5.17
10923,3651,327,2,4.03
10924,3651,402,2,3.84
10925,3651,487,2,13.52
10926,3652,259,1,5.54
10927,3652,409,2,4.27
10928,3653,229,2,5.85
10929,3653,122,2,2.73
10930,3653,380,2,4.73
10931,3654,194,2,6.21
10932,3654,83,2,2.88
10933,3655,278,2,4.35
10934,3655,112,2,4.07
10935,3655,172,2,3.86
10936,3656,448,1,3.22
10937,3656,432,2,2.88
10938,3656,361,1,4.94
10939,3657,277,2,3.72
10940,3657,438,1,7.01
10941,3658,22,2,6.19
10942,3658,138,1,4.35
10943,3658,284,2,4.07
10944,3659,153,2,4.87
10945,3659,423,2,6.27
10946,3659,132,2,5.71
10947,3659,268,1,3.45
10948,3660,247,1,5.96
10949,3660,31,1,4.05
10950,3661,287,1,3.56
10951,3661,224,2,5.34
10952,3661,88,1,3.03
10953,3661,474,1,13.51
10954,3662,86,2,6.08
10955,3662,377,1,7.77
10956,3662,280,2,5.80
10957,3662,483,1,26.37
10958,3663,138,1,4.35
10959,3663,219,1,2.65
10960,3663,389,2,4.71
10961,3664,183,2,4.27
10962,3664,256,2,4.34
10963,3665,289,1,4.38
10964,3665,406,1,3.39
10965,3666,165,1,5.12
10966,3666,224,2,5.34
10967,3666,375,1,6.12
10968,3667,363,1,3.98
10969,3667,39,1,4.87
10970,3668,246,1,4.13
10971,3668,191,2,4.64
10972,3669,426,1,4.19
10973,3669,302,2,3.66
10974,3669,68,2,5.00
10975,3670,181,1,4.15
10976,3670,20,2,4.13
10977,3671,350,2,5.51
10978,3671,115,2,5.22
10979,3671,402,2,3.84
10980,3671,18,1,5.37
10981,3672,205,1,4.58
10982,3672,431,2,2.87
10983,3672,196,1,4.33
10984,3672,179,2,5.87
10985,3673,410,1,8.08
10986,3673,65,2,2.70
10987,3673,180,2,2.70
10988,3674,103,2,2.79
10989,3674,234,1,5.43
10990,3674,365,2,4.81
10991,3675,450,2,2.08
10992,3675,380,1,4.73
10993,3675,93,1,5.52
10994,3676,179,1,5.87
10995,3676,118,1,5.06
10996,3676,470,1,22.27
10997,3677,19,2,2.80
10998,3677,357,1,2.89
10999,3678,60,2,4.58
11000,3678,202,2,4.53
11001,3678,246,1,4.13
11002,3679,459,2,21.10
11003,3679,51,2,3.07
11004,3679,54,2,4.04
11005,3680,406,1,3.39
11006,3680,10,2,5.47
11007,3681,169,2,5.01
11008,3681,433,1,6.92
11009,3681,302,1,3.66
11010,3682,438,1,7.01
11011,3682,433,2,6.92
11012,3682,353,1,7.58
11013,3683,56,1,4.95
11014,3683,378,1,7.23
11015,3684,438,1,7.01
11016,3684,267,2,3.22
11017,3685,31,2,4.05
11018,3685,59,2,5.13
11019,3685,200,2,2.93
11020,3686,83,1,2.88
11021,3686,449,1,3.78
11022,3686,447,2,3.09
11023,3687,267,2,3.22
11024,3687,20,2,4.13
11025,3687,224,1,5.34
11026,3688,7,2,3.64
11027,3688,88,2,3.03
11028,3689,96,2,4.06
11029,3689,233,1,5.78
11030,3689,210,1,6.47
11031,3689,156,2,4.82
11032,3690,386,2,8.31
11033,3690,370,1,5.54
11034,3691,107,1,3.44
11035,3691,352,1,5.77
11036,3692,497,2,13.11
11037,3692,304,1,5.25
11038,3692,93,1,5.52
11039,3693,51,2,3.07
11040,3693,437,1,6.17
11041,3694,229,1,5.85
11042,3694,445,1,5.05
11043,3694,257,2,4.33
11044,3695,277,2,3.72
11045,3695,41,1,6.14
11046,3695,440,2,3.14
11047,3695,149,2,3.38
11048,3696,137,2,6.48
11049,3696,148,2,4.05
11050,3697,171,1,4.76
11051,3697,140,2,4.76
11052,3697,392,2,2.18
11053,3698,92,1,5.28
11054,3698,137,1,6.48
11055,3698,27,2,2.88
11056,3698,262,2,3.43
11057,3699,451,2,10.82
11058,3699,439,1,2.55
11059,3699,61,1,3.65
11060,3700,129,1,5.11
11061,3700,316,1,5.57
11062,3700,402,2,3.84
11063,3701,72,2,4.26
11064,3701,98,1,4.03
11065,3702,261,2,5.96
11066,3702,42,1,6.15
11067,3702,397,2,4.47
11068,3703,182,2,3.86
11069,3703,175,2,4.03
11070,3704,186,2,3.59
11071,3704,132,1,5.71
11072,3705,116,1,4.86
11073,3705,18,1,5.37
11074,3706,4,1,3.85
11075,3706,203,2,4.17
11076,3706,217,1,4.99
11077,3706,302,1,3.66
11078,3707,278,1,4.35
11079,3707,115,2,5.22
11080,3707,173,1,4.81
11081,3707,79,2,3.09
11082,3708,486,2,27.66
11083,3708,228,1,3.88
11084,3708,429,2,2.30
11085,3708,151,2,5.47
11086,3709,373,1,7.77
11087,3709,401,1,7.47
11088,3709,453,2,16.60
11089,3710,485,1,20.57
11090,3710,117,1,5.97
11091,3711,456,1,17.79
11092,3711,80,1,2.59
11093,3711,233,1,5.78
11094,3711,406,1,3.39
11095,3712,53,1,2.85
11096,3712,175,1,4.03
11097,3712,427,1,8.37
11098,3712,293,2,3.51
11099,3713,407,2,6.68
11100,3713,313,2,3.82
11101,3713,20,1,4.13
11102,3714,372,2,6.14
11103,3714,431,2,2.87
11104,3714,383,1,4.80
11105,3715,61,2,3.65
11106,3715,120,1,5.11
11107,3715,263,2,3.28
11108,3715,72,1,4.26
11109,3716,422,2,5.53
11110,3716,227,2,4.03
11111,3716,258,2,4.85
11112,3717,90,1,4.91
11113,3717,113,1,4.58
11114,3718,256,1,4.34
11115,3718,444,2,5.63
11116,3718,462,2,17.08
11117,3719,145,1,5.28
11118,3719,153,1,4.87
11119,3719,13,2,3.04
11120,3719,464,1,24.28
11121,3720,152,2,5.18
11122,3720,173,2,4.81
11123,3720,327,2,4.03
11124,3720,265,1,5.82
11125,3721,62,1,3.70
11126,3721,424,2,3.57
11127,3722,139,1,6.10
11128,3722,67,2,2.91
11129,3722,227,1,4.03
11130,3723,435,1,6.52
11131,3723,463,2,22.61
11132,3723,480,1,29.87
11133,3724,493,1,20.25
11134,3724,407,1,6.68
11135,3725,118,2,5.06
11136,3725,79,2,3.09
11137,3726,61,1,3.65
11138,3726,310,1,5.02
11139,3726,197,1,5.56
11140,3727,264,1,3.36
11141,3727,24,1,3.51
11142,3727,72,1,4.26
11143,3728,356,2,6.13
11144,3728,459,2,21.10
11145,3729,6,1,2.54
11146,3729,331,1,7.43
11147,3729,293,1,3.51
11148,3729,32,1,6.01
11149,3730,338,1,7.55
11150,3730,461,1,21.70
11151,3730,471,1,20.68
11152,3731,198,1,5.89
11153,3731,159,2,5.17
11154,3731,216,1,5.98
11155,3731,337,1,4.22
11156,3732,275,2,5.06
11157,3732,119,2,6.16
11158,3732,243,1,3.49
11159,3732,338,2,7.55
11160,3733,394,1,7.36
11161,3733,300,1,3.57
11162,3733,489,2,7.45
11163,3733,368,2,2.03
11164,3734,75,1,5.08
11165,3734,315,2,3.65
11166,3734,60,2,4.58
11167,3735,97,2,5.83
11168,3735,155,2,4.14
11169,3735,133,1,5.85
11170,3735,128,1,3.98
11171,3736,387,2,8.17
11172,3736,212,1,5.04
11173,3736,118,2,5.06
11174,3737,63,1,3.23
11175,3737,217,1,4.99
11176,3737,155,1,4.14
11177,3738,486,2,27.66
11178,3738,219,2,2.65
11179,3739,110,2,3.36
11180,3739,107,1,3.44
11181,3739,243,1,3.49
11182,3740,406,1,3.39
11183,3740,21,1,5.30
11184,3741,467,2,18.78
11185,3741,166,1,3.61
11186,3742,362,1,8.33
11187,3742,163,1,5.39
11188,3742,74,2,6.39
11189,3742,100,2,4.01
11190,3743,324,2,3.58
11191,3743,280,1,5.80
11192,3743,335,1,6.39
11193,3743,485,1,20.57
11194,3744,99,2,4.11
11195,3744,361,1,4.94
11196,3745,127,2,4.99
11197,3745,491,2,10.52
11198,3745,274,2,3.11
11199,3745,12,1,5.00
11200,3746,200,2,2.93
11201,3746,467,1,18.78
11202,3746,397,2,4.47
11203,3746,389,1,4.71
11204,3747,241,1,4.27
11205,3747,152,2,5.18
11206,3747,389,2,4.71
11207,3747,196,1,4.33
11208,3748,396,2,6.09
11209,3748,82,1,5.88
11210,3748,368,1,2.03
11211,3749,257,2,4.33
11212,3749,151,2,5.47
11213,3749,90,2,4.91
11214,3749,121,2,4.85
11215,3750,340,1,7.11
11216,3750,86,1,6.08
11217,3750,249,1,3.85
11218,3750,188,1,5.74
11219,3751,408,2,6.44
11220,3751,184,1,5.01
11221,3752,462,1,17.08
11222,3752,38,2,5.07
11223,3753,452,2,17.99
11224,3753,161,1,5.69
11225,3753,267,1,3.22
11226,3754,473,2,12.82
11227,3754,480,1,29.87
11228,3754,461,1,21.70
11229,3754,268,2,3.45
11230,3755,104,1,4.86
11231,3755,15,2,5.45
11232,3755,361,2,4.94
11233,3755,344,1,7.90
11234,3756,293,2,3.51
11235,3756,1,1,3.59
11236,3756,93,1,5.52
11237,3757,190,1,3.00
11238,3757,86,2,6.08
11239,3757,59,2,5.13
11240,3758,119,1,6.16
11241,3758,397,2,4.47
11242,3758,413,2,4.11
11243,3758,242,1,3.52
11244,3759,126,2,2.70
11245,3759,313,1,3.82
11246,3759,500,1,25.74
11247,3760,167,1,5.96
11248,3760,31,2,4.05
11249,3760,3,2,2.83
11250,3760,430,1,4.53
11251,3761,37,1,5.74
11252,3761,24,2,3.51
11253,3761,87,2,2.76
11254,3761,230,2,5.63
11255,3762,459,2,21.10
11256,3762,20,2,4.13
11257,3763,14,1,5.68
11258,3763,472,1,22.53
11259,3764,489,1,7.45
11260,3764,191,2,4.64
11261,3764,445,1,5.05
11262,3765,53,1,2.85
11263,3765,101,2,5.34
11264,3766,259,2,5.54
11265,3766,123,2,6.13
11266,3766,345,2,5.17
11267,3767,445,1,5.05
11268,3767,390,1,4.61
11269,3767,104,2,4.86
11270,3768,388,2,8.16
11271,3768,83,1,2.88
11272,3768,455,1,17.25
11273,3768,54,2,4.04
11274,3769,361,1,4.94
11275,3769,465,2,11.35
11276,3770,423,1,6.27
11277,3770,416,2,3.85
11278,3770,377,1,7.77
11279,3771,416,2,3.85
11280,3771,378,2,7.23
11281,3771,137,1,6.48
11282,3771,224,2,5.34
11283,3772,64,2,4.99
11284,3772,92,1,5.28
11285,3773,438,2,7.01
11286,3773,487,1,13.52
11287,3774,266,1,3.89
11288,3774,9,1,3.74
11289,3774,74,1,6.39
11290,3775,215,1,4.08
11291,3775,116,1,4.86
11292,3775,73,1,3.82
11293,3776,277,1,3.72
11294,3776,55,2,6.03
11295,3776,410,2,8.08
11296,3777,225,1,3.89
11297,3777,478,1,25.87
11298,3777,16,2,3.34
11299,3778,399,1,7.96
11300,3778,79,2,3.09
11301,3779,493,2,20.25
11302,3779,92,2,5.28
11303,3780,272,2,3.85
11304,3780,454,2,16.46
11305,3781,280,2,5.80
11306,3781,166,2,3.61
11307,3782,72,2,4.26
11308,3782,267,1,3.22
11309,3782,11,2,2.64
11310,3783,45,2,2.57
11311,3783,229,1,5.85
11312,3783,413,1,4.11
11313,3783,203,2,4.17
11314,3784,217,2,4.99
11315,3784,29,1,5.50
11316,3784,122,2,2.73
11317,3785,371,1,6.86
11318,3785,320,1,3.71
11319,3785,135,2,2.71
11320,3786,233,1,5.78
11321,3786,384,1,8.11
11322,3786,453,2,16.60
11323,3786,434,1,5.56
11324,3787,497,1,13.11
11325,3787,161,1,5.69
11326,3787,204,2,3.28
11327,3787,7,2,3.64
11328,3788,463,2,22.61
11329,3788,402,1,3.84
11330,3789,477,2,18.66
11331,3789,137,2,6.48
11332,3789,281,1,5.80
11333,3790,325,1,3.39
11334,3790,201,1,6.11
11335,3791,144,1,3.95
11336,3791,145,1,5.28
11337,3791,237,2,5.27
11338,3792,178,1,4.65
11339,3792,406,2,3.39
11340,3793,390,2,4.61
11341,3793,333,2,5.35
11342,3793,259,2,5.54
11343,3794,485,2,20.57
11344,3794,486,1,27.66
11345,3794,166,1,3.61
11346,3794,499,2,7.09
11347,3795,38,1,5.07
11348,3795,224,2,5.34
11349,3795,156,2,4.82
11350,3796,155,2,4.14
11351,3796,491,2,10.52
11352,3797,167,2,5.96
11353,3797,491,1,10.52
11354,3797,182,1,3.86
11355,3797,94,1,4.29
11356,3798,14,1,5.68
11357,3798,217,2,4.99
11358,3798,3,1,2.83
11359,3799,235,1,4.91
11360,3799,48,2,3.68
11361,3800,320,1,3.71
11362,3800,398,2,6.85
11363,3800,109,1,6.04
11364,3800,276,2,3.00
11365,3801,424,1,3.57
11366,3801,125,2,3.40
11367,3802,56,1,4.95
11368,3802,215,2,4.08
11369,3802,250,2,3.30
11370,3802,196,1,4.33
11371,3803,448,1,3.22
11372,3803,336,2,5.27
11373,3803,51,1,3.07
11374,3803,134,1,4.02
11375,3804,371,1,6.86
11376,3804,500,2,25.74
11377,3804,75,1,5.08
11378,3805,293,1,3.51
11379,3805,333,2,5.35
11380,3806,460,1,13.14
11381,3806,191,1,4.64
11382,3807,412,1,3.67
11383,3807,373,2,7.77
11384,3807,355,2,3.08
11385,3807,164,2,6.40
11386,3808,211,2,4.59
11387,3808,443,1,7.50
11388,3808,164,1,6.40
11389,3808,285,1,4.93
11390,3809,448,1,3.22
11391,3809,293,1,3.51
11392,3810,226,2,4.10
11393,3810,35,1,5.97
11394,3811,208,2,3.06
11395,3811,496,2,8.14
11396,3811,272,2,3.85
11397,3812,386,2,8.31
11398,3812,354,1,3.04
11399,3812,226,2,4.10
11400,3813,216,1,5.98
11401,3813,113,1,4.58
11402,3813,129,1,5.11
11403,3814,22,2,6.19
11404,3814,453,2,16.60
11405,3815,405,2,8.10
11406,3815,196,2,4.33
11407,3816,289,1,4.38
11408,3816,279,2,4.23
11409,3817,417,1,2.75
11410,3817,154,2,5.60
11411,3817,100,2,4.01
11412,3817,49,2,4.16
11413,3818,124,1,3.42
11414,3818,455,1,17.25
11415,3819,183,1,4.27
11416,3819,388,2,8.16
11417,3820,36,2,5.43
11418,3820,246,1,4.13
11419,3820,185,2,4.51
11420,3821,57,1,2.62
11421,3821,499,2,7.09
11422,3821,198,2,5.89
11423,3822,230,1,5.63
11424,3822,284,1,4.07
11425,3822,469,2,8.81
11426,3823,48,1,3.68
11427,3823,72,1,4.26
11428,3823,378,1,7.23
11429,3823,220,2,5.85
11430,3824,283,2,4.84
11431,3824,452,2,17.99
11432,3825,296,1,4.05
11433,3825,284,2,4.07
11434,3825,415,2,2.85
11435,3826,439,2,2.55
11436,3826,379,2,6.29
11437,3826,71,2,3.61
11438,3827,455,1,17.25
11439,3827,348,2,3.47
11440,3828,198,1,5.89
11441,3828,162,1,6.44
11442,3829,341,2,4.22
11443,3829,248,2,5.75
11444,3829,479,1,14.43
11445,3830,33,1,5.48
11446,3830,15,1,5.45
11447,3830,426,2,4.19
11448,3830,378,2,7.23
11449,3831,230,2,5.63
11450,3831,193,1,2.89
11451,3831,101,1,5.34
11452,3832,213,1,5.28
11453,3832,196,2,4.33
11454,3832,168,1,5.18
11455,3832,185,2,4.51
11456,3833,470,1,22.27
11457,3833,84,1,4.94
11458,3834,486,2,27.66
11459,3834,212,1,5.04
11460,3834,76,2,4.57
11461,3834,387,1,8.17
11462,3835,383,1,4.80
11463,3835,21,1,5.30
11464,3835,330,2,7.95
11465,3835,199,1,4.36
11466,3836,86,1,6.08
11467,3836,139,1,6.10
11468,3836,165,2,5.12
11469,3837,198,2,5.89
11470,3837,358,1,6.96
11471,3837,399,1,7.96
11472,3838,163,2,5.39
11473,3838,330,1,7.95
11474,3838,9,2,3.74
11475,3838,61,2,3.65
11476,3839,246,1,4.13
11477,3839,206,2,5.97
11478,3839,423,2,6.27
11479,3840,360,1,5.09
11480,3840,13,1,3.04
11481,3840,301,1,3.85
11482,3841,435,2,6.52
11483,3841,340,1,7.11
11484,3841,132,1,5.71
11485,3842,499,1,7.09
11486,3842,131,1,6.27
11487,3843,225,1,3.89
11488,3843,233,1,5.78
11489,3844,260,2,5.11
11490,3844,225,2,3.89
11491,3844,275,2,5.06
11492,3844,198,2,5.89
11493,3845,258,2,4.85
11494,3845,493,2,20.25
11495,3845,249,1,3.85
11496,3846,244,1,3.32
11497,3846,395,1,3.23
11498,3846,194,1,6.21
11499,3846,29,2,5.50
11500,3847,244,2,3.32
11501,3847,319,2,4.34
11502,3847,213,2,5.28
11503,3847,450,1,2.08
11504,3848,66,2,6.28
11505,3848,488,2,20.13
11506,3848,499,2,7.09
11507,3848,215,1,4.08
11508,3849,7,1,3.64
11509,3849,113,1,4.58
11510,3849,108,2,3.96
11511,3849,8,2,2.97
11512,3850,47,2,4.99
11513,3850,384,1,8.11
11514,3851,408,1,6.44
11515,3851,52,2,4.32
11516,3851,359,2,5.96
11517,3852,175,2,4.03
11518,3852,168,1,5.18
11519,3852,131,1,6.27
11520,3853,372,2,6.14
11521,3853,9,1,3.74
11522,3854,58,2,5.93
11523,3854,105,2,5.84
11524,3855,7,2,3.64
11525,3855,500,1,25.74
11526,3855,304,2,5.25
11527,3856,100,2,4.01
11528,3856,373,1,7.77
11529,3856,243,2,3.49
11530,3856,349,2,7.67
11531,3857,112,2,4.07
11532,3857,384,2,8.11
11533,3857,434,1,5.56
11534,3858,238,1,4.82
11535,3858,408,1,6.44
11536,3859,40,1,2.74
11537,3859,343,2,7.05
11538,3860,47,1,4.99
11539,3860,350,1,5.51
11540,3860,16,2,3.34
11541,3861,64,1,4.99
11542,3861,388,2,8.16
11543,3861,389,1,4.71
11544,3861,13,2,3.04
11545,3862,428,2,2.44
11546,3862,454,1,16.46
11547,3862,123,2,6.13
11548,3862,6,1,2.54
11549,3863,403,1,5.25
11550,3863,250,2,3.30
11551,3863,389,2,4.71
11552,3863,257,2,4.33
11553,3864,492,1,29.54
11554,3864,56,2,4.95
11555,3864,125,1,3.40
11556,3864,485,2,20.57
11557,3865,433,1,6.92
11558,3865,175,2,4.03
11559,3865,14,2,5.68
11560,3866,248,2,5.75
11561,3866,193,2,2.89
11562,3866,192,1,3.44
11563,3867,474,2,13.51
11564,3867,374,2,3.58
11565,3867,429,1,2.30
11566,3867,454,2,16.46
11567,3868,162,1,6.44
11568,3868,298,2,3.58
11569,3869,201,2,6.11
11570,3869,269,1,3.07
11571,3870,411,1,7.85
11572,3870,4,2,3.85
11573,3870,259,2,5.54
11574,3871,133,1,5.85
11575,3871,125,2,3.40
11576,3872,498,2,21.73
11577,3872,276,1,3.00
11578,3873,101,2,5.34
11579,3873,435,2,6.52
11580,3873,14,2,5.68
11581,3874,215,2,4.08
11582,3874,263,2,3.28
11583,3874,354,2,3.04
11584,3874,326,2,7.16
11585,3875,123,1,6.13
11586,3875,113,2,4.58
11587,3875,85,2,5.64
11588,3876,336,1,5.27
11589,3876,373,2,7.77
11590,3877,170,1,3.08
11591,3877,53,1,2.85
11592,3877,43,1,3.91
11593,3877,94,1,4.29
11594,3878,249,2,3.85
11595,3878,271,1,4.91
11596,3878,373,1,7.77
11597,3879,472,1,22.53
11598,3879,123,1,6.13
11599,3879,256,1,4.34
11600,3880,445,1,5.05
11601,3880,228,2,3.88
11602,3880,157,2,2.90
11603,3881,119,1,6.16
11604,3881,268,2,3.45
11605,3881,347,2,5.67
11606,3881,313,1,3.82
11607,3882,278,2,4.35
11608,3882,446,2,4.54
11609,3882,358,1,6.96
11610,3883,304,2,5.25
11611,3883,185,2,4.51
11612,3884,167,1,5.96
11613,3884,304,2,5.25
11614,3884,392,2,2.18
11615,3884,49,1,4.16
11616,3885,263,1,3.28
11617,3885,289,1,4.38
11618,3885,83,2,2.88
11619,3885,114,2,5.33
11620,3886,415,2,2.85
11621,3886,75,2,5.08
11622,3886,280,1,5.80
