payment_id,order_id,payment_date,payment_method,amount,status
5225,5225,2024-09-02,Card,18.18,Paid
5226,5226,2024-05-02,Cash,21.32,Refunded
5227,5227,2024-05-08,Mobile Pay,15.29,Paid
5228,5228,2024-04-13,Card,51.51,Paid
5229,5229,2024-03-16,Card,18.90,Paid
5230,5230,2024-05-16,Cash,23.44,Paid
5231,5231,2024-04-14,Mobile Pay,15.40,Paid
5232,5232,2024-04-30,Mobile Pay,40.42,Paid
5233,5233,2024-08-10,Card,28.36,Refunded
5234,5234,2024-01-28,Mobile Pay,28.66,Paid
5235,5235,2024-02-15,Card,40.19,Refunded
5236,5236,2024-04-10,Card,17.05,Paid
5237,5237,2024-10-30,Mobile Pay,27.96,Paid
5238,5238,2024-06-03,Card,57.85,Paid
5239,5239,2024-08-26,Cash,22.15,Paid
5240,5240,2024-08-10,Mobile Pay,34.58,Paid
5241,5241,2024-03-14,Cash,52.16,Paid
5242,5242,2024-06-14,Cash,28.03,Paid
5243,5243,2024-12-27,Cash,16.75,Refunded
5244,5244,2024-01-27,Card,25.76,Paid
5245,5245,2024-07-28,Mobile Pay,14.71,Paid
5246,5246,2024-08-15,Card,38.66,Paid
5247,5247,2024-06-04,Cash,26.77,Paid
5248,5248,2024-06-25,Card,43.15,Paid
5249,5249,2024-02-28,Cash,12.95,Refunded
5250,5250,2024-07-20,Card,57.64,Refunded
5251,5251,2024-02-25,Cash,20.44,Refunded
5252,5252,2024-10-06,Mobile Pay,89.40,Paid
5253,5253,2024-06-06,Card,25.11,Paid
5254,5254,2024-12-30,Mobile Pay,13.77,Paid
5255,5255,2024-08-19,Mobile Pay,18.14,Paid
5256,5256,2024-10-09,Cash,22.75,Paid
5257,5257,2024-11-21,Cash,13.95,Refunded
5258,5258,2024-03-19,Mobile Pay,43.78,Paid
5259,5259,2024-07-01,Card,26.77,Refunded
5260,5260,2024-12-31,Mobile Pay,7.35,Paid
5261,5261,2024-10-30,Cash,22.45,Refunded
5262,5262,2024-11-09,Mobile Pay,21.38,Refunded
5263,5263,2024-05-23,Cash,16.79,Paid
5264,5264,2024-01-04,Mobile Pay,60.03,Paid
5265,5265,2024-08-01,Mobile Pay,43.38,Paid
5266,5266,2024-05-09,Card,30.26,Paid
5267,5267,2024-10-29,Card,24.16,Refunded
5268,5268,2024-02-08,Mobile Pay,80.18,Paid
5269,5269,2024-07-13,Mobile Pay,24.52,Paid
5270,5270,2024-03-20,Card,104.52,Paid
5271,5271,2024-02-23,Mobile Pay,28.73,Paid
5272,5272,2024-08-10,Mobile Pay,7.78,Paid
5273,5273,2024-03-25,Card,28.40,Paid
5274,5274,2024-03-12,Mobile Pay,15.44,Refunded
5275,5275,2024-10-14,Card,21.54,Paid
5276,5276,2024-03-06,Cash,39.98,Paid
5277,5277,2024-09-23,Card,25.05,Paid
5278,5278,2024-10-22,Cash,20.85,Paid
5279,5279,2024-05-02,Mobile Pay,19.35,Paid
5280,5280,2024-06-10,Cash,31.06,Paid
5281,5281,2024-09-18,Card,34.98,Paid
5282,5282,2024-04-23,Mobile Pay,17.35,Paid
5283,5283,2024-07-23,Card,14.36,Paid
5284,5284,2024-12-03,Cash,20.00,Paid
5285,5285,2024-01-14,Cash,29.13,Paid
5286,5286,2024-10-31,Cash,14.64,Paid
5287,5287,2024-01-05,Cash,29.02,Paid
5288,5288,2024-01-09,Mobile Pay,17.25,Refunded
5289,5289,2024-12-24,Cash,36.14,Paid
5290,5290,2024-05-31,Card,12.40,Paid
5291,5291,2024-03-18,Card,19.10,Paid
5292,5292,2024-02-01,Cash,31.89,Paid
5293,5293,2024-07-02,Card,11.69,Paid
5294,5294,2024-01-16,Cash,10.28,Paid
5295,5295,2024-07-13,Card,14.98,Paid
5296,5296,2024-03-07,Cash,36.97,Paid
5297,5297,2024-06-12,Cash,10.32,Refunded
5298,5298,2024-01-03,Mobile Pay,68.67,Paid
5299,5299,2024-04-23,Card,24.46,Paid
5300,5300,2024-02-13,Card,26.41,Refunded
5301,5301,2024-05-23,Cash,15.23,Paid
5302,5302,2024-09-24,Cash,28.20,Paid
5303,5303,2024-10-10,Mobile Pay,54.70,Paid
5304,5304,2024-02-27,Mobile Pay,30.90,Paid
5305,5305,2024-09-28,Cash,49.02,Refunded
5306,5306,2024-06-06,Card,25.23,Refunded
5307,5307,2024-04-12,Card,10.64,Paid
5308,5308,2024-09-05,Mobile Pay,35.44,Refunded
5309,5309,2024-02-18,Mobile Pay,88.38,Paid
5310,5310,2024-12-08,Card,23.97,Paid
5311,5311,2024-12-26,Cash,18.08,Refunded
5312,5312,2024-07-28,Mobile Pay,16.31,Paid
5313,5313,2024-07-26,Mobile Pay,54.54,Paid
5314,5314,2024-02-19,Card,12.89,Paid
5315,5315,2024-03-12,Mobile Pay,29.91,Paid
5316,5316,2024-11-27,Cash,21.37,Paid
5317,5317,2024-10-24,Cash,8.23,Paid
5318,5318,2024-08-12,Cash,20.23,Paid
5319,5319,2024-02-03,Mobile Pay,31.95,Refunded
5320,5320,2024-01-24,Card,29.89,Paid
5321,5321,2024-10-09,Cash,34.56,Paid
5322,5322,2024-12-09,Card,23.29,Paid
5323,5323,2024-06-06,Card,12.05,Paid
5324,5324,2024-06-10,Mobile Pay,21.53,Paid
5325,5325,2024-07-25,Cash,30.82,Paid
5326,5326,2024-02-27,Cash,24.18,Paid
5327,5327,2025-01-01,Cash,16.83,Paid
5328,5328,2024-08-28,Cash,21.15,Paid
5329,5329,2024-04-30,Cash,17.83,Refunded
5330,5330,2024-11-14,Mobile Pay,51.97,Refunded
5331,5331,2024-08-15,Cash,22.51,Paid
5332,5332,2024-02-04,Card,28.66,Paid
5333,5333,2024-10-20,Mobile Pay,30.14,Paid
5334,5334,2024-04-21,Cash,13.28,Paid
5335,5335,2024-08-13,Card,29.29,Paid
5336,5336,2024-08-30,Cash,68.42,Refunded
5337,5337,2024-02-25,Card,7.61,Paid
5338,5338,2024-02-13,Cash,36.71,Paid
5339,5339,2024-12-04,Cash,13.26,Paid
5340,5340,2024-07-26,Mobile Pay,28.12,Paid
5341,5341,2024-03-14,Card,11.65,Refunded
5342,5342,2024-08-27,Cash,25.99,Paid
5343,5343,2024-08-08,Cash,26.14,Paid
5344,5344,2024-05-27,Cash,21.58,Refunded
5345,5345,2024-08-19,Mobile Pay,25.91,Paid
5346,5346,2024-02-27,Card,63.19,Paid
5347,5347,2024-10-05,Mobile Pay,18.69,Paid
5348,5348,2024-05-29,Mobile Pay,17.22,Paid
5349,5349,2024-10-20,Cash,16.36,Paid
5350,5350,2024-07-31,Cash,25.98,Paid
5351,5351,2024-04-17,Cash,18.73,Paid
5352,5352,2024-05-14,Mobile Pay,25.27,Refunded
5353,5353,2024-08-30,Cash,27.25,Refunded
5354,5354,2024-02-21,Cash,34.05,Paid
5355,5355,2024-02-14,Cash,7.68,Paid
5356,5356,2024-08-31,Mobile Pay,47.51,Paid
5357,5357,2024-02-08,Mobile Pay,16.14,Paid
5358,5358,2024-06-13,Cash,24.44,Paid
5359,5359,2024-03-27,Mobile Pay,42.55,Paid
5360,5360,2024-06-11,Mobile Pay,22.85,Refunded
5361,5361,2024-06-08,Cash,11.12,Paid
5362,5362,2024-03-07,Mobile Pay,9.83,Paid
5363,5363,2024-05-11,Cash,10.23,Paid
5364,5364,2024-08-19,Card,25.75,Paid
5365,5365,2024-09-21,Cash,52.14,Paid
5366,5366,2024-12-06,Mobile Pay,56.79,Paid
5367,5367,2024-08-01,Cash,23.82,Paid
5368,5368,2024-06-07,Card,25.33,Refunded
5369,5369,2024-12-04,Card,30.88,Paid
5370,5370,2024-03-10,Card,43.50,Refunded
5371,5371,2024-03-17,Card,10.76,Paid
5372,5372,2024-11-14,Mobile Pay,25.42,Refunded
5373,5373,2024-11-17,Mobile Pay,20.49,Paid
5374,5374,2024-06-14,Card,27.56,Paid
5375,5375,2024-09-10,Mobile Pay,19.01,Paid
5376,5376,2024-09-30,Mobile Pay,13.48,Paid
5377,5377,2024-01-10,Cash,16.85,Paid
5378,5378,2024-07-15,Card,16.59,Paid
5379,5379,2024-07-22,Card,20.41,Paid
5380,5380,2024-09-29,Mobile Pay,15.59,Refunded
5381,5381,2024-08-24,Cash,31.77,Paid
5382,5382,2024-03-14,Mobile Pay,22.15,Paid
5383,5383,2024-02-06,Cash,20.95,Paid
5384,5384,2024-04-10,Cash,27.64,Paid
5385,5385,2024-06-09,Cash,49.33,Paid
5386,5386,2024-07-21,Cash,21.44,Refunded
5387,5387,2024-10-16,Cash,15.55,Paid
5388,5388,2024-08-22,Card,21.62,Paid
5389,5389,2024-04-28,Cash,63.98,Refunded
5390,5390,2024-03-06,Card,16.32,Paid
5391,5391,2024-03-23,Cash,47.87,Refunded
5392,5392,2024-02-08,Card,16.59,Paid
5393,5393,2024-08-10,Card,26.16,Paid
5394,5394,2024-11-06,Mobile Pay,12.03,Paid
5395,5395,2024-05-12,Card,48.64,Paid
5396,5396,2024-04-05,Mobile Pay,27.02,Refunded
5397,5397,2024-07-31,Cash,14.84,Refunded
5398,5398,2024-01-04,Card,28.11,Paid
5399,5399,2024-03-15,Mobile Pay,29.38,Paid
5400,5400,2024-10-31,Cash,23.80,Refunded
5401,5401,2024-05-24,Cash,26.88,Paid
5402,5402,2024-06-11,Cash,35.17,Paid
5403,5403,2024-04-20,Card,18.77,Paid
5404,5404,2024-07-20,Card,44.31,Paid
5405,5405,2024-11-07,Card,35.26,Paid
5406,5406,2024-12-28,Mobile Pay,8.81,Paid
5407,5407,2024-09-28,Mobile Pay,13.31,Paid
5408,5408,2024-08-27,Cash,24.31,Paid
5409,5409,2024-11-09,Card,17.15,Paid
5410,5410,2024-04-17,Cash,31.34,Refunded
5411,5411,2024-05-15,Card,25.78,Paid
5412,5412,2024-11-29,Cash,26.64,Paid
5413,5413,2024-07-22,Mobile Pay,12.50,Paid
5414,5414,2024-06-03,Mobile Pay,33.98,Refunded
5415,5415,2024-07-04,Mobile Pay,43.56,Paid
5416,5416,2024-03-03,Mobile Pay,16.88,Paid
5417,5417,2024-09-08,Mobile Pay,47.48,Paid
5418,5418,2024-09-30,Mobile Pay,7.28,Refunded
5419,5419,2024-03-26,Mobile Pay,21.30,Paid
5420,5420,2024-12-12,Mobile Pay,37.99,Paid
5421,5421,2024-03-24,Mobile Pay,19.36,Paid
5422,5422,2024-12-24,Cash,17.22,Paid
5423,5423,2024-01-16,Card,25.20,Paid
5424,5424,2024-05-30,Cash,37.87,Paid
5425,5425,2024-06-18,Mobile Pay,45.42,Paid
5426,5426,2024-08-07,Card,20.99,Paid
5427,5427,2024-03-27,Mobile Pay,10.73,Paid
5428,5428,2024-01-28,Card,18.75,Paid
5429,5429,2024-02-03,Card,89.15,Paid
5430,5430,2024-11-16,Card,32.32,Paid
5431,5431,2024-12-25,Cash,10.64,Paid
5432,5432,2024-10-10,Card,19.72,Refunded
5433,5433,2024-12-17,Mobile Pay,19.35,Paid
5434,5434,2024-01-09,Card,11.87,Paid
5435,5435,2024-02-22,Cash,8.81,Paid
5436,5436,2024-04-08,Card,77.18,Paid
5437,5437,2024-04-03,Cash,34.60,Refunded
5438,5438,2024-08-23,Mobile Pay,17.82,Paid
5439,5439,2024-07-02,Cash,57.18,Refunded
5440,5440,2024-08-23,Cash,9.91,Refunded
5441,5441,2024-10-11,Cash,24.38,Paid
5442,5442,2024-03-06,Cash,74.10,Paid
5443,5443,2024-08-05,Mobile Pay,13.02,Paid
5444,5444,2024-03-04,Card,29.75,Paid
5445,5445,2024-04-29,Mobile Pay,41.91,Paid
5446,5446,2024-05-17,Mobile Pay,28.74,Paid
5447,5447,2024-12-21,Mobile Pay,21.20,Paid
5448,5448,2024-12-01,Mobile Pay,32.73,Paid
5449,5449,2024-09-22,Mobile Pay,55.43,Paid
5450,5450,2024-05-12,Cash,71.26,Paid
5451,5451,2024-03-15,Mobile Pay,27.56,Paid
5452,5452,2024-02-23,Mobile Pay,30.14,Paid
5453,5453,2024-06-20,Card,18.41,Refunded
5454,5454,2024-01-12,Card,21.77,Paid
5455,5455,2024-02-26,Mobile Pay,25.15,Paid
5456,5456,2024-01-18,Cash,38.32,Refunded
5457,5457,2024-03-31,Cash,41.55,Paid
5458,5458,2024-07-07,Cash,17.75,Paid
5459,5459,2024-10-09,Mobile Pay,14.32,Paid
5460,5460,2024-02-20,Mobile Pay,30.23,Paid
5461,5461,2024-10-06,Cash,37.04,Paid
5462,5462,2024-12-24,Card,41.99,Paid
5463,5463,2024-05-16,Card,48.34,Paid
5464,5464,2024-08-09,Card,33.56,Refunded
5465,5465,2024-02-15,Mobile Pay,12.16,Paid
5466,5466,2024-01-06,Card,17.05,Paid
5467,5467,2024-01-31,Card,42.10,Paid
5468,5468,2024-06-05,Mobile Pay,52.10,Refunded
5469,5469,2024-09-14,Mobile Pay,90.93,Paid
5470,5470,2024-05-16,Mobile Pay,32.07,Refunded
5471,5471,2024-03-15,Mobile Pay,13.48,Refunded
5472,5472,2024-06-13,Mobile Pay,31.15,Paid
5473,5473,2024-12-06,Mobile Pay,52.22,Paid
5474,5474,2024-03-03,Mobile Pay,25.24,Refunded
5475,5475,2024-03-30,Cash,18.14,Paid
5476,5476,2024-12-09,Card,38.48,Refunded
5477,5477,2024-05-31,Card,16.50,Paid
5478,5478,2024-01-04,Mobile Pay,13.45,Paid
5479,5479,2024-05-19,Mobile Pay,30.50,Refunded
5480,5480,2024-10-14,Card,21.53,Paid
5481,5481,2024-08-22,Card,8.99,Paid
5482,5482,2024-07-17,Mobile Pay,34.05,Paid
5483,5483,2024-04-15,Mobile Pay,44.83,Paid
5484,5484,2024-01-09,Mobile Pay,40.94,Paid
5485,5485,2024-04-11,Card,28.94,Paid
5486,5486,2024-03-10,Mobile Pay,21.52,Paid
5487,5487,2024-10-10,Card,16.83,Paid
5488,5488,2024-02-19,Card,47.75,Paid
5489,5489,2024-05-07,Cash,17.71,Paid
5490,5490,2024-03-30,Card,28.10,Refunded
5491,5491,2024-01-03,Card,29.80,Paid
5492,5492,2024-04-19,Card,25.09,Paid
5493,5493,2024-11-28,Card,22.08,Paid
5494,5494,2024-06-12,Mobile Pay,15.39,Paid
5495,5495,2024-05-18,Card,15.77,Paid
5496,5496,2024-11-25,Mobile Pay,19.98,Refunded
5497,5497,2024-08-18,Cash,16.96,Paid
5498,5498,2024-12-20,Mobile Pay,69.84,Paid
5499,5499,2024-04-27,Mobile Pay,59.04,Refunded
5500,5500,2024-05-31,Mobile Pay,92.96,Paid
5501,5501,2024-06-26,Cash,65.42,Paid
5502,5502,2024-11-17,Card,41.95,Refunded
5503,5503,2024-09-18,Card,18.40,Paid
5504,5504,2024-04-24,Card,6.35,Paid
5505,5505,2024-05-16,Card,17.11,Paid
5506,5506,2024-06-05,Cash,30.10,Refunded
5507,5507,2024-05-04,Mobile Pay,25.54,Refunded
5508,5508,2024-07-22,Mobile Pay,12.95,Paid
5509,5509,2024-10-23,Cash,30.95,Paid
5510,5510,2024-07-02,Mobile Pay,6.56,Paid
5511,5511,2024-02-07,Card,15.76,Paid
5512,5512,2024-12-12,Card,26.65,Paid
5513,5513,2024-07-27,Cash,48.74,Refunded
5514,5514,2024-11-16,Mobile Pay,15.13,Paid
5515,5515,2024-07-05,Mobile Pay,26.31,Paid
5516,5516,2024-11-22,Card,28.20,Paid
5517,5517,2024-05-24,Card,39.57,Paid
5518,5518,2024-03-27,Mobile Pay,6.53,Paid
5519,5519,2024-08-23,Cash,30.98,Paid
5520,5520,2024-08-19,Cash,51.36,Refunded
5521,5521,2024-01-30,Cash,33.66,Paid
5522,5522,2024-08-16,Mobile Pay,30.38,Refunded
5523,5523,2024-07-10,Cash,11.50,Paid
5524,5524,2024-09-29,Cash,40.33,Paid
5525,5525,2024-07-23,Mobile Pay,26.12,Paid
5526,5526,2024-11-13,Cash,13.97,Refunded
5527,5527,2024-12-23,Cash,29.30,Paid
5528,5528,2024-09-16,Mobile Pay,20.58,Paid
5529,5529,2024-04-22,Card,21.86,Paid
5530,5530,2024-03-27,Card,23.39,Refunded
5531,5531,2024-10-16,Mobile Pay,10.39,Refunded
5532,5532,2024-05-12,Cash,37.52,Refunded
5533,5533,2024-05-07,Cash,52.90,Paid
5534,5534,2024-07-05,Mobile Pay,27.94,Paid
5535,5535,2024-02-03,Card,29.00,Paid
5536,5536,2024-02-09,Mobile Pay,18.48,Paid
5537,5537,2024-08-25,Mobile Pay,47.50,Paid
5538,5538,2024-02-22,Cash,23.14,Paid
5539,5539,2024-08-12,Mobile Pay,22.59,Paid
5540,5540,2024-02-02,Cash,32.73,Paid
5541,5541,2024-12-02,Card,19.41,Refunded
5542,5542,2024-04-01,Mobile Pay,43.93,Refunded
5543,5543,2024-07-04,Card,24.85,Paid
5544,5544,2024-09-11,Mobile Pay,9.60,Refunded
5545,5545,2024-07-10,Cash,8.66,Paid
5546,5546,2024-06-13,Card,25.63,Paid
5547,5547,2024-09-20,Cash,16.41,Refunded
5548,5548,2024-11-17,Mobile Pay,18.83,Refunded
5549,5549,2024-07-21,Cash,18.67,Paid
5550,5550,2024-08-16,Mobile Pay,24.25,Paid
5551,5551,2024-04-10,Card,39.14,Paid
5552,5552,2024-07-26,Card,29.05,Paid
5553,5553,2024-01-06,Mobile Pay,30.31,Paid
5554,5554,2024-04-20,Mobile Pay,26.06,Paid
5555,5555,2024-11-10,Cash,64.06,Paid
5556,5556,2024-06-08,Cash,9.96,Paid
5557,5557,2024-09-08,Card,22.04,Paid
5558,5558,2024-06-16,Mobile Pay,21.51,Paid
5559,5559,2024-09-17,Mobile Pay,13.73,Paid
5560,5560,2024-01-14,Mobile Pay,51.12,Paid
5561,5561,2024-11-19,Mobile Pay,29.74,Paid
5562,5562,2024-08-02,Mobile Pay,62.50,Paid
5563,5563,2024-02-04,Cash,63.74,Paid
5564,5564,2024-01-03,Card,42.95,Paid
5565,5565,2024-08-31,Mobile Pay,29.24,Refunded
5566,5566,2024-08-28,Cash,75.98,Paid
5567,5567,2024-01-08,Card,56.20,Paid
5568,5568,2024-12-09,Cash,37.13,Paid
5569,5569,2024-11-22,Cash,19.30,Paid
5570,5570,2024-01-01,Card,8.72,Refunded
5571,5571,2024-11-27,Mobile Pay,18.35,Paid
5572,5572,2024-01-26,Cash,65.33,Paid
5573,5573,2024-11-18,Cash,18.48,Paid
5574,5574,2024-02-02,Cash,42.61,Paid
5575,5575,2024-08-24,Mobile Pay,13.62,Paid
5576,5576,2024-10-12,Card,23.52,Refunded
5577,5577,2024-10-05,Mobile Pay,11.43,Paid
5578,5578,2024-03-20,Mobile Pay,10.82,Paid
5579,5579,2024-02-13,Card,43.32,Paid
5580,5580,2024-11-28,Mobile Pay,25.06,Refunded
5581,5581,2024-03-09,Cash,20.50,Paid
5582,5582,2024-09-28,Cash,25.30,Paid
5583,5583,2024-12-23,Card,40.74,Paid
5584,5584,2024-11-26,Mobile Pay,30.53,Paid
5585,5585,2024-10-10,Cash,58.51,Paid
5586,5586,2024-01-12,Card,10.54,Refunded
5587,5587,2024-01-03,Cash,60.64,Paid
5588,5588,2024-07-16,Mobile Pay,66.04,Paid
5589,5589,2024-09-21,Cash,46.48,Paid
5590,5590,2024-12-16,Cash,20.71,Paid
5591,5591,2024-05-14,Mobile Pay,13.98,Paid
5592,5592,2024-09-25,Mobile Pay,34.41,Paid
5593,5593,2024-09-26,Card,66.19,Paid
5594,5594,2024-07-17,Mobile Pay,14.22,Paid
5595,5595,2024-06-12,Cash,16.78,Paid
5596,5596,2024-09-25,Card,19.24,Paid
5597,5597,2024-04-30,Mobile Pay,19.72,Paid
5598,5598,2024-12-17,Card,30.23,Paid
5599,5599,2024-06-16,Card,63.27,Paid
5600,5600,2024-11-22,Card,63.20,Paid
5601,5601,2024-08-30,Card,51.55,Paid
5602,5602,2024-10-10,Mobile Pay,14.22,Paid
5603,5603,2024-10-05,Card,16.26,Paid
5604,5604,2024-06-13,Mobile Pay,11.82,Refunded
5605,5605,2024-02-06,Mobile Pay,29.53,Refunded
5606,5606,2024-05-15,Card,20.32,Paid
5607,5607,2024-07-26,Card,33.18,Paid
5608,5608,2024-01-11,Cash,39.00,Paid
5609,5609,2024-04-10,Cash,38.56,Paid
5610,5610,2024-03-02,Cash,28.62,Paid
5611,5611,2024-10-20,Card,25.02,Refunded
5612,5612,2024-07-22,Mobile Pay,62.66,Paid
5613,5613,2024-12-01,Card,9.59,Paid
5614,5614,2024-01-16,Card,11.07,Paid
5615,5615,2024-02-26,Card,19.34,Paid
5616,5616,2024-11-25,Card,15.04,Paid
5617,5617,2024-09-17,Card,50.60,Refunded
5618,5618,2024-04-02,Mobile Pay,37.36,Paid
5619,5619,2024-11-28,Mobile Pay,60.45,Paid
5620,5620,2024-07-28,Cash,37.91,Paid
5621,5621,2024-05-22,Card,11.76,Paid
5622,5622,2024-01-16,Cash,16.80,Refunded
5623,5623,2024-07-12,Cash,24.76,Paid
5624,5624,2024-01-26,Mobile Pay,28.13,Paid
5625,5625,2024-01-28,Cash,16.86,Refunded
5626,5626,2024-12-20,Cash,84.61,Paid
5627,5627,2024-06-22,Cash,18.81,Paid
5628,5628,2024-06-13,Card,12.16,Paid
5629,5629,2024-08-09,Mobile Pay,36.16,Paid
5630,5630,2024-12-26,Cash,28.76,Refunded
5631,5631,2024-08-07,Mobile Pay,24.54,Paid
5632,5632,2024-02-12,Cash,11.39,Refunded
5633,5633,2024-06-30,Mobile Pay,31.98,Paid
5634,5634,2024-04-08,Card,38.58,Paid
5635,5635,2024-02-19,Mobile Pay,14.78,Paid
5636,5636,2024-07-14,Card,27.18,Paid
5637,5637,2024-02-22,Card,12.80,Paid
5638,5638,2024-11-13,Mobile Pay,10.80,Paid
5639,5639,2024-05-08,Card,14.56,Paid
5640,5640,2024-04-02,Cash,24.89,Paid
5641,5641,2024-04-23,Cash,34.21,Paid
5642,5642,2024-07-12,Mobile Pay,24.66,Paid
5643,5643,2024-02-16,Cash,67.98,Paid
5644,5644,2024-09-13,Cash,24.02,Paid
5645,5645,2024-04-21,Cash,13.75,Paid
5646,5646,2024-09-12,Cash,13.32,Refunded
5647,5647,2024-07-04,Cash,34.60,Paid
5648,5648,2024-11-19,Card,10.05,Paid
5649,5649,2024-09-12,Cash,61.03,Paid
5650,5650,2024-03-07,Card,41.10,Paid
5651,5651,2024-01-14,Card,15.21,Paid
5652,5652,2024-08-28,Card,13.63,Paid
5653,5653,2024-05-13,Cash,23.31,Paid
5654,5654,2024-11-09,Card,18.28,Paid
5655,5655,2024-02-20,Mobile Pay,37.04,Paid
5656,5656,2024-01-28,Mobile Pay,12.41,Refunded
5657,5657,2024-11-03,Cash,35.66,Paid
5658,5658,2024-07-01,Mobile Pay,12.93,Refunded
5659,5659,2024-03-02,Card,13.18,Paid
5660,5660,2024-08-02,Mobile Pay,11.68,Paid
5661,5661,2024-02-17,Card,24.50,Refunded
5662,5662,2024-11-17,Card,38.14,Refunded
5663,5663,2024-02-23,Card,20.50,Paid
5664,5664,2024-03-29,Cash,19.39,Refunded
5665,5665,2024-02-10,Cash,20.00,Paid
5666,5666,2024-12-16,Cash,18.98,Paid
5667,5667,2024-11-04,Cash,30.16,Paid
5668,5668,2024-03-07,Mobile Pay,29.49,Paid
5669,5669,2024-06-19,Card,14.41,Paid
5670,5670,2024-11-24,Mobile Pay,92.11,Paid
5671,5671,2024-06-01,Card,29.38,Refunded
5672,5672,2024-11-25,Cash,23.42,Paid
5673,5673,2024-06-02,Mobile Pay,14.96,Paid
5674,5674,2024-12-08,Cash,61.65,Paid
5675,5675,2024-09-05,Cash,43.28,Paid
5676,5676,2024-11-29,Card,62.88,Paid
5677,5677,2024-12-26,Mobile Pay,76.09,Paid
5678,5678,2024-10-25,Cash,12.66,Paid
5679,5679,2024-10-31,Cash,12.47,Paid
5680,5680,2024-07-16,Card,10.41,Paid
5681,5681,2024-10-14,Mobile Pay,23.30,Paid
5682,5682,2024-04-15,Cash,26.97,Paid
5683,5683,2024-03-18,Cash,18.86,Paid
5684,5684,2024-11-22,Mobile Pay,29.45,Paid
5685,5685,2024-07-13,Mobile Pay,37.81,Paid
5686,5686,2024-11-11,Cash,17.49,Paid
5687,5687,2024-03-28,Cash,63.64,Paid
5688,5688,2024-07-17,Mobile Pay,8.21,Paid
5689,5689,2024-08-29,Cash,22.70,Paid
5690,5690,2024-03-30,Mobile Pay,15.07,Refunded
5691,5691,2024-07-02,Cash,59.06,Paid
5692,5692,2024-05-15,Card,44.15,Paid
5693,5693,2024-11-12,Card,25.34,Paid
5694,5694,2024-09-24,Mobile Pay,16.13,Refunded
5695,5695,2024-01-10,Card,52.65,Paid
5696,5696,2024-01-17,Cash,8.01,Paid
5697,5697,2024-07-13,Cash,59.37,Refunded
5698,5698,2024-08-29,Cash,20.63,Paid
5699,5699,2024-08-26,Card,30.73,Refunded
5700,5700,2024-08-29,Cash,17.98,Paid
5701,5701,2024-08-02,Card,20.02,Paid
5702,5702,2024-09-03,Cash,33.52,Refunded
5703,5703,2024-05-21,Cash,32.68,Paid
5704,5704,2024-05-28,Cash,11.67,Paid
5705,5705,2024-05-09,Mobile Pay,21.50,Paid
5706,5706,2024-04-03,Card,23.35,Refunded
5707,5707,2024-02-08,Cash,43.00,Paid
5708,5708,2024-07-16,Mobile Pay,18.89,Paid
5709,5709,2024-12-12,Cash,20.17,Paid
5710,5710,2024-02-23,Cash,18.74,Paid
5711,5711,2024-03-29,Cash,17.81,Paid
5712,5712,2024-02-25,Mobile Pay,31.70,Paid
5713,5713,2024-05-25,Cash,40.76,Paid
5714,5714,2024-08-29,Cash,11.27,Paid
5715,5715,2024-08-23,Card,15.90,Paid
5716,5716,2024-08-19,Cash,63.66,Paid
5717,5717,2024-05-28,Mobile Pay,17.53,Refunded
5718,5718,2024-02-07,Card,66.15,Paid
5719,5719,2024-11-08,Cash,41.13,Paid
5720,5720,2024-02-15,Mobile Pay,12.63,Paid
5721,5721,2024-06-08,Card,10.45,Paid
5722,5722,2024-11-03,Card,13.42,Refunded
5723,5723,2024-08-31,Cash,13.09,Paid
5724,5724,2024-06-10,Card,26.36,Paid
5725,5725,2024-02-01,Card,31.59,Paid
5726,5726,2024-06-16,Mobile Pay,27.32,Paid
5727,5727,2024-09-12,Mobile Pay,32.94,Paid
5728,5728,2024-06-22,Cash,9.04,Paid
5729,5729,2024-02-01,Cash,19.36,Paid
5730,5730,2024-01-16,Card,19.28,Paid
5731,5731,2024-08-18,Card,19.87,Paid
5732,5732,2024-06-29,Cash,15.99,Paid
5733,5733,2024-04-07,Card,33.86,Paid
5734,5734,2024-03-09,Cash,52.38,Paid
5735,5735,2024-12-15,Card,27.74,Paid
5736,5736,2024-07-20,Cash,14.23,Refunded
5737,5737,2024-08-13,Mobile Pay,26.27,Paid
5738,5738,2024-06-25,Card,7.05,Paid
5739,5739,2024-09-23,Cash,18.86,Paid
5740,5740,2024-06-21,Card,18.39,Paid
5741,5741,2024-06-12,Card,20.58,Paid
5742,5742,2024-08-14,Mobile Pay,28.62,Refunded
5743,5743,2024-02-25,Mobile Pay,33.12,Paid
5744,5744,2024-12-24,Mobile Pay,37.94,Refunded
5745,5745,2024-12-13,Cash,39.12,Paid
5746,5746,2024-04-06,Cash,22.43,Paid
5747,5747,2024-04-08,Cash,19.78,Paid
5748,5748,2024-05-28,Mobile Pay,76.09,Refunded
5749,5749,2024-06-17,Card,36.83,Paid
5750,5750,2024-03-16,Card,11.55,Paid
5751,5751,2024-06-28,Cash,30.56,Paid
5752,5752,2024-02-08,Mobile Pay,47.38,Paid
5753,5753,2024-04-30,Cash,20.67,Refunded
5754,5754,2024-12-11,Cash,36.79,Refunded
5755,5755,2024-05-07,Card,22.79,Paid
5756,5756,2024-10-01,Cash,24.05,Paid
